1000 1000
-997797054 -996530019 -699460727
-997995267 -996530019 -354574149
-997995267 -996330733 993646374
-997360195 -996330733 995249979
-994361959 -992890438 -946416159
-997797054 -992890438 -908978223
-997360195 -989513477 995317130
-992852029 -989513477 997896077
-983590233 -983085809 -981828115
-994361959 -983085809 -970273317
-992852029 -968253051 999525980
-982145753 -968253051 999943930
-967597516 -962634403 -228177055
-967597516 -962634403 -17666381
-955549996 -951992430 999995051
-952490460 -951992430 999997033
-982145753 -943645958 999967062
-955549996 -943645958 999981234
-951777217 -934116170 -996210041
-943791159 -934116170 -995259350
-941982860 -930904638 -995161542
-943791159 -930904638 -995154566
-929321607 -925118066 999999816
-929321607 -925118066 999999855
-929450548 -914250868 999997978
-936097642 -914250868 999998183
-952490460 -911359154 999997039
-913181620 -911359154 999997138
-941982860 -911148077 -995238893
-913347280 -911148077 -995141924
-912072450 -906761559 -704930129
-912072450 -906761559 496102362
-927206658 -904704110 999997842
-927206658 -904704110 999997938
-919862408 -903257551 -996701554
-919862408 -903257551 -995716888
-913181620 -899604382 999997303
-906619229 -899604382 999997601
-983590233 -884543387 -994790042
-899184887 -884543387 -398480324
-901999745 -879068080 -996723220
-880397154 -879068080 -996722217
-902584376 -875771682 -996724560
-901999745 -875771682 -996723720
-897701030 -875150428 999997949
-917438284 -875150428 999997950
-902584376 -863300613 -996721647
-903687619 -863300613 -996715427
-917438284 -862898812 999997945
-897701030 -862898812 999997948
-875299046 -861786586 -996727857
-875299046 -861786586 -996727768
-903687619 -861465993 -996727247
-880397154 -861465993 -996721795
-873821723 -860952592 999999487
-877614382 -860952592 999999620
-913347280 -860909797 -994862280
-899184887 -860909797 449724474
-860681827 -857844050 999999713
-860681827 -857844050 999999807
-929450548 -855492252 999997727
-877614382 -855492252 999998381
-863114567 -854882719 999999415
-863114567 -854882719 999999469
-859208261 -851608563 999999914
-936097642 -851608563 999999957
-853262463 -843648964 999998337
-873821723 -843648964 999999365
-844780120 -842066373 -999884239
-951777217 -842066373 -996729294
-837895221 -834700919 -999938925
