200 200
350395747 543880052 -999249395
-414173892 -402954596 993526805
218761223 233785180 787540162
-413494841 -236015827 993180440
-346965318 -272008762 993479258
-827024064 -710935147 747811791
-894000999 -884498231 -549061134
-196895420 -147873569 991594848
346644426 435426987 -936629234
-567552748 -544082929 973537700
-54183510 -38320435 999816038
-884377666 -834090951 -424040390
-595494993 -522700811 940865302
-500239724 -491211455 988826361
-597786609 -589195325 786366285
590799262 675823883 -964547269
-996555786 -779386631 -168415688
737270522 748188006 937570884
-506279330 -414783988 987033251
-316897916 -273738282 993618841
-694637323 -601297161 -992914065
332322378 531618260 -856407808
873592970 933039318 762019357
113695416 141812548 216946570
-694628352 -599874059 -994365662
-508208352 -489438628 -697610779
-55121433 45794951 999943494
-902733273 -704709729 -176656861
968055310 984282301 168580989
956083255 984364944 267769967
-469977791 -197470844 997783904
-398335891 -240918604 976374699
-399546927 -250738583 991455796
745036560 947163702 288393886
349390003 504649243 -974676987
-6781167 113484262 999995633
-527711956 -491033552 991020886
-316975111 -227432488 993640690
-895879031 -752642631 -542366743
-990684958 -958712060 101025620
-958666630 -932206123 486981826
202286392 298748137 988596860
183558872 399046056 -995283335
310749367 530967169 -849980486
266135562 290193116 996797677
-414970965 -317841943 982819748
447035950 567694270 -875678677
-228443404 -195187301 986925918
-644424 40966748 999975378
-145248811 -100935808 669772704
892347405 989719489 908394118
587182162 670917071 -951782449
-787246765 -773097804 800775396
-40140830 3875070 700217462
443241217 542625615 -983214790
-508364675 -485978416 392641116
752533700 835794086 -976749724
-891579947 -712270794 340148513
195428540 265035565 860292875
-191040770 -145971093 994769898
-803722414 -773657492 840479448
-318050597 -232143179 980708203
-482279974 -417195372 964960277
531849744 540317536 200705021
601448279 733467218 -886094679
-935223289 -900882389 -168077089
674955875 697285965 713592240
600435136 676092870 -914358034
-39275537 104943312 752073450
332568127 349093933 -995501016
-390213816 -303139699 980769135
-998054005 -958805421 337928274
-227107758 -149808292 981618190
-702622256 -629177354 -990051545
-352987863 -214527184 993721350
911895202 930699275 724366195
426578019 586809644 -883418847
-382499695 -237341561 693999586
906870476 958723135 718060200
355810486 540304408 -28335492
766963401 780815478 329666537
-704261738 -601010981 134435064
181046118 251625190 -994808331
-914585288 -833452935 -542260328
542375649 662783309 -928305665
447976450 587592272 -877557012
-302105523 -267181393 978720053
784140264 976525489 -146963506
299617200 443749186 -997307933
161549522 183078017 506148599
36609566 147152487 -893371152
-315100355 -295667062 914822338
331829468 718052519 -868567995
350280709 470381001 -998047886
-517634403 -400614168 993734737
-317864352 -266158459 980732216
113883042 180605401 -373519559
-93195268 -72661848 999288918
-65888224 -52448488 -944986111
820463320 855053932 585260384
545047085 835797744 -970160601
115417687 142775834 -959843849
-989607835 -936987135 34978238
299462562 470298583 -997377279
723960325 733953640 -896837005
903036544 924946912 -167524
400009066 449890908 -855985590
797483228 878503074 677313638
101952705 139586854 999998924
255501743 310120039 997560462
351062356 468613119 -852430383
-414625139 -405458645 996684917
629878452 714219531 -969786352
-579978284 -570372630 -997282093
218114670 265791496 858560789
-400615540 -318638539 988574882
717361278 766213115 267954754
721534722 741889178 -969407324
443543994 506414343 -981942756
-469827411 -212556025 993928869
-566548748 -415024191 984611238
-982402462 -960194426 -102799143
-697824058 -569710390 -995267037
354577312 718145657 -502364257
-706116183 -600031296 423882771
254925786 293477928 998872215
-773067644 -610861510 -986943291
-570973992 -523448372 959737095
472379585 581449604 -874295881
717239865 747020634 904864632
965127674 976286636 -97285138
-833359255 -778890873 -51190766
-884851884 -840234802 -415067714
-929602748 -901576332 -65475950
-388946077 -302667726 982027130
426344178 438585124 -926975738
-563958225 -452733706 962357147
763914841 865297861 293788332
-833547984 -705657657 21090705
756530081 849681171 407353986
612926568 716546925 -964968652
-415093854 -236934404 992607919
-563644975 -541023915 966627151
755460655 783023586 333552907
740216404 898568141 945875271
398997211 425052092 -855096346
314506398 346905615 -995674263
-902468644 -848697707 -282265821
332616261 411370185 -995359073
-414633013 -407850588 996881537
-97237656 -38011535 999801509
160999364 235826820 779292289
246811562 298651065 991788086
-344208765 -232984384 980707132
-382325198 -295913717 765347816
322266997 443495637 -996954968
-366404894 -227517096 979465522
-586561268 -417848719 -997924927
-344262090 -333206921 980646264
-100259623 -67839063 999678971
505989199 529714424 -870876658
-183712884 -78988683 999222837
-570168034 -457399821 960167818
-303120497 -266957403 979387171
265624617 293496043 997904754
504570995 529216886 -871185182
955201327 988734891 364273486
-483206327 -267841813 969050540
115281254 240153689 -969447486
-94194121 -70648104 999453308
-66294844 6734116 -948563113
-975459542 -959670030 8351845
-540865599 -482189404 968894237
472956316 737877505 -872190149
-958807646 -885644700 890563514
266042339 331820811 997719825
-891143084 -885505777 850972142
532031748 692741457 714852583
-195666127 -145145277 993953236
784653287 852849787 -307719438
-143849788 -54378109 -913954193
754094890 852332432 -985936501
903922854 927880416 -26988767
676017931 766397192 141279099
-788755970 -584841013 775177469
37139839 107448098 -690612254
311398518 332188119 475038447
248892656 288954608 996434366
-776636605 -743734908 -749358624
-314597738 -267943488 965958936
905013930 943316885 475633884
911366044 958725695 719558730
-399012834 -110235211 978625954
-545031115 -483333075 984205662
266081543 305217128 997128143
-377616166 -325544629 980394095
351087793 427114657 -854701607
748300283 843904063 417709559
-911965514 -884827574 -554838146
84524536 114355955 999996720
507022742 -872014937 -870369675
-414739047 969067668 992682008
187976306 -996331701 -990540995
-268270595 733839919 976004163
-344355258 993365498 993767757
-771287715 -992854919 -714702456
-893882981 -554482110 -542343302
-194451938 985897956 994223244
349622282 -986182556 -900542565
-568992219 949893280 990990782
-49357946 999807546 999979737
-884302192 -495111753 -407597490
-564303785 960220597 985170410
-547578083 964239173 977862310
-593982825 778673772 977179893
582497641 -883718727 -875067120
-855335260 -420536189 -187254361
734865137 -969692116 -533989711
-429826506 993766365 998603903
-344181016 980465160 980746054
-695597872 -996853100 -988527370
449326057 -856247766 -850618022
906914484 292079507 719452342
113447408 -389014249 999997619
-657387477 -990940935 -239332864
-536300786 -187553041 959989539
-9486971 -958135675 742731922
-763688732 -884861368 -217202613
969977282 -120935276 261344243
974870556 -582032171 31153633
-216928010 990935207 995150897
-296123617 710705775 947896465
-305803143 980752803 985420070
918941861 718705018 742071103
442995555 -997320305 -974859664
78231738 -889177939 837324210
-540589006 964545563 984246776
-237007213 990580757 993243810
-779799815 -174822769 4957165
-966735624 -130056452 26078513
-958389663 382576746 973541310
266161225 996521600 997189625
332521746 -932433446 -852640964
469883412 -998970115 -986040374
257694712 996923157 999367095
-403608703 993307885 993834499
530391015 -859222761 -538356690
-227052396 979934669 991602456
14340805 999956585 999999934
-146364468 991808339 997642336
988480159 -193404733 949730629
545602541 -983902840 -898641094
-833173950 -132510152 263080016
-37654133 -630219135 798665793
528605019 -871819813 -870156701
-508798654 985459244 998016543
757473592 322794173 414756449
-778392022 783730497 979939670
238234994 -995131061 -13171987
-166024060 979250345 992801814
-793092164 356464662 970907714
-266855403 980718188 991465665
-481957269 964365882 979431564
502864461 -982192037 -907201266
716859321 -869986949 -26048419
-951263193 9483563 819543176
607525938 -926643815 -880181268
592036400 -966029197 -934585289
49025211 -976425465 184028689
329884619 -997215983 -995315114
-397992011 969614251 980677220
-963037805 -146432094 17179583
-197968860 986227246 997937738
-707530083 -711064247 136996831
-233294982 980391705 990884924
904712122 -49408064 63899617
539531121 -491888739 658920255
-299603683 978716170 979394167
929432368 722828430 774739503
473469243 -874616529 -870357854
750747197 271543864 558951299
-693708137 -995029243 -992403016
217905641 816428164 993113183
-884909669 -894032540 -546556395
562182381 -876553212 -874239224
542211136 -999988422 -970465857
-317765948 980707865 980748175
952549264 485282145 861063063
354114050 -854988753 -852416862
161732659 124479010 910238866
139564322 -213991214 999999590
-363142870 978942424 980632601
676148835 -393156602 714334504
417896939 -855144165 -854682582
-414618881 995032750 997749851
-312755181 823995515 968619810
141916467 -965927506 -724957894
-95959105 999251567 999836615
-71734987 -296376948 999780543
837038937 397002167 521035714
763659406 -855955369 287785227
116534612 -990197202 -908540989
-958858938 89109610 925660196
430171112 -929877456 -880618457
698474808 -969838508 -899122344
900831024 531901146 993743151
398767616 -996121565 -978465369
852294891 -991836201 -199121941
114714890 -499570365 735706114
295229353 -8329305 996644548
417674804 -855996186 -854753628
-428814712 -999171444 966926597
646698163 -955987626 -927294658
-591682151 -490192339 794633384
230957404 529221718 789158198
-399385514 984397803 991932081
744567528 552834155 944929841
720711802 223245828 965756378
432423405 -969143366 -920346099
-232013817 979409913 993709250
-472164353 -54293208 962714309
-993660067 -258180915 371931868
-577182903 -998372428 -995542026
691799116 647775285 912686816
-608449336 -993593476 214897530
266073593 997631261 998495342
-703783859 -214515110 638913902
-563305578 960654642 971116546
532282934 96001708 815890503
733343426 -912283275 -881781982
961616541 197640512 585033083
-834187642 -542363585 -362149520
-887769752 -34757918 851822532
-924881044 -168302550 874571164
-387195394 980618059 982235455
350683877 -999746391 -997806384
-490620935 -811159530 454940555
835567664 -979534684 -900707082
-723139175 127923592 757090137
768194166 292417307 333168044
674675718 -964637202 -907971148
-290467695 993279847 993627256
-570988909 -997822903 583183589
754590444 -986396183 -973139120
852875220 293396792 659398130
332687731 -995641805 -995320676
312002835 -920274267 912111204
-886361346 460650118 909466491
331790978 -505312775 999371932
-415138514 977254468 988495843
-55590148 -947348822 -491106650
179133800 -912395493 721950647
286227134 994640217 996958070
-267514154 978666026 979450373
-382232882 -701822912 885716038
361374785 -782628299 13884539
-241319919 -664168170 977234693
-484344911 962947448 984236871
-408508419 994697826 997533618
-84755428 -182618519 999437783
448169457 -879511280 -872532094
-113534178 -417207740 983782425
-491973085 988497109 992238814
-316869954 993511800 993705307
264852612 664745436 904089604
444347125 -991715903 -975277030
976543445 -214096506 285697938
-319333686 982803708 990640840
218784459 783349825 858718588
-91508646 999264991 999646622
-41057649 -712900517 999864551
-984212369 -131550436 329423684
-507274000 -920192248 493011653
727261085 -969855221 -894365573
-902799049 -168178836 -11776325
310453692 -999877114 -995962765
-909427026 -940703052 -320323482
634623104 -970054259 -964655228
-179157826 994208929 999915063
832845952 454565351 770209481
-65695202 -968001822 -927466397
785987697 -695141253 -103304323
869455139 633803197 996587711
742258003 921744687 963674899
-600581045 -994815842 585149163
19510983 930305090 999986332
298876426 872423629 997647664
254336095 989021635 997509415
-785537729 758184865 826662879
-338416943 979593448 980693264
924595767 -60611291 234295464
934480389 89341903 650049504
-143523806 -991569793 747420320
-493444941 986567550 989042331
292315281 997755805 999036255
-410798203 993100284 993535182
336625419 -996608804 -995366214
778115511 321124032 400256205
-899206787 -462942391 -172091174
107879582 999995940 999999576
