200 200
458790553 567652049 999999997
-368796396 -309431424 156769310
186498564 205024769 999999378
-320149647 -155318401 845387708
-241922918 -183432777 -448296426
-694006463 -655711747 795727602
-864640869 -815644119 843938601
-102649839 -81557134 999737442
296294420 473474376 999999959
-544326353 -516008830 970098068
15368300 68630510 999989306
-999994370 -771770283 907623281
-503987983 -491247951 -579693455
-516286741 -471756070 -715028961
-591311268 -563919515 -216923736
569893974 714212746 999999997
-873692121 -712712249 773872800
668590583 777768050 999999999
-434215632 -380845373 981126032
-482885664 -187993717 -246005265
-612501021 -600031283 474515736
536613162 547639096 800630843
880735378 924023550 553034907
149270735 164715041 -878296353
-863785280 -573080604 818548312
-491575928 -463188576 968103559
75796968 102344547 81062638
-806359650 -627153589 783798859
961495592 988213273 296311211
961263981 987149876 962501034
-218741723 -102141691 739451498
-547309918 -161170086 975782178
-225195472 -170364754 910894338
890656100 937313626 -999995758
413930228 536592703 999999978
65855781 149363197 999994942
-480764017 -469634931 -312479762
-276166312 -134428862 998572735
-726508856 -661612155 801984097
-942541801 -897263914 -715767260
-905457376 -882740669 531074095
195371650 286821229 999999936
414954362 448629702 999999977
413182263 544359688 999999982
246565378 269265369 999999955
-376766600 -225803494 79192857
568260296 582741747 999999998
-388353989 -103388375 723768120
76838291 96972217 887055812
-98413432 -44966692 999783044
523713074 993990164 1000000000
292931837 706838165 999999991
-726163258 -699573686 805436564
69537988 85757648 999994636
422768273 566778752 999999998
-477649494 -464435301 970319791
792126019 827442302 826951138
-698720014 -654409239 789969393
229360941 240838914 -732838168
-102466664 -73120809 999856617
-772480535 -704934949 806728585
-246518832 -139521733 96578523
-476230637 -397744739 973973373
475767810 560591565 573457439
652141114 767110728 -999983735
-875378071 -864827611 548382375
615931568 730764520 999999994
677074838 712435150 999999998
95624866 137543002 935733668
255330834 412087417 -989694571
-285965072 -207531975 96581928
-999901757 -905929524 -708719732
-280367426 -81047974 999639217
-618820464 -602067102 85765318
-230605772 -111591097 96539769
783324707 924220326 -999993192
544960830 605898572 999999993
-225253694 -162225999 974991034
877487118 946705263 -999994707
480647477 558434597 -473787561
785289900 795611107 997257118
-753190285 -599086149 788713122
185078911 213164940 999999926
-863232573 -773974841 829395649
544545307 707126904 999999992
419965052 614935344 999999995
-417765728 -178286928 996214288
947778862 983556873 -999999768
448527991 476636498 -998482549
149438691 184516174 -898293707
-8279705 172700494 -613710137
-207282739 -192382814 96576343
457167007 754657183 999999996
301432622 518598018 -991826076
-387705715 -305326001 168579603
-305138993 -173305552 884210841
172912209 186527812 -917281373
-46493261 -13569560 579412054
-6480826 16955296 20919035
805451374 848754024 835642302
796105130 828177122 828078009
151319188 172603518 -665671413
-902691137 -886697801 -312424936
362658755 520299379 -990526068
758333992 765005018 -999985703
861525963 907500991 -999994387
189346198 508022257 999999957
783318672 858649146 -999991204
151453391 167653832 -673878516
226305665 289399021 -54615597
412753957 508912930 999999965
-455204635 -328006679 -244836632
649337819 751476460 -999185863
-630259187 -559530322 907100543
172852740 250333200 -929416783
-297208211 -226854144 96492874
768280568 785076059 597344324
759855492 768648948 -19656878
488308370 536619740 999999977
-137277803 -122709357 323163213
-551150269 -379282947 980777662
-979518488 -919569254 -724433812
-564250994 -549379768 938147524
717155739 752663321 999999997
-630607800 -576893693 835586952
193461832 281521635 999999939
-616852429 -602429422 453139477
-580977313 -487921516 36445020
523259152 586252065 999999999
720393351 776366376 999999998
884092711 973364566 -999999759
-808057673 -713450356 776432000
-864531495 -777990323 835521884
-870707446 -864697669 689820295
-348505287 -207486491 119190094
412666005 474407255 999999961
-531210717 -415742510 312788710
806672450 851476780 835573598
-763624273 -640705208 783928352
778779576 835141241 671906072
442626114 749089558 -999108823
-220185940 -154213401 831608907
-548528562 -511661644 969245811
785373637 795247257 998141965
768211017 865737325 639577842
372828929 457173064 999999967
365161523 412851230 -989767377
-857778307 -775149325 839378517
413279021 442884914 999999971
-378037600 -326980921 12710058
-55908743 65123457 999987029
137984531 202751342 999998158
222032821 287735540 999999937
-209060249 -139755047 96577227
-244417476 -193472754 96565141
323197908 479438439 -998302546
-226972211 -136148493 998402615
-456679575 -400230954 223262769
-244614097 -227815314 96560466
-26113963 -6791940 454278148
500766752 537688497 999999974
-46217349 -17010077 474709379
-529237674 -412874393 245885717
-226614402 -177090500 996825016
214440830 283024430 999999938
536590389 538147411 850642404
949669005 989336127 -999999917
-255680722 -180528783 96539313
195355331 208308669 999999935
-28522512 -5444667 422622177
18849743 80589196 999991635
-942621039 -906651483 -720752017
-563780681 -452550275 959697661
760640046 767516744 640415207
-880962915 -840730197 -702882126
309894521 358182665 -997066608
-978554964 -838269164 -737930476
627820397 730677762 999999995
-99784187 -55199348 999794183
782538487 844117190 994311535
-135968778 18280520 377967788
782292847 842602902 845173043
875439277 902847504 -999994628
753303863 785186008 -999988614
-618257231 -564395355 -398152318
103645954 135573639 -474443258
324249524 357922469 -997440524
240836449 273963965 999999949
-769449458 -664563866 801480468
-236091140 -181752511 -730129881
853960972 940430092 -999994729
879059314 947551758 821441024
-77452580 -43380071 999860238
-490023858 -456329621 963034663
264536143 295432455 -378394206
-231815251 -227729221 96548853
387493753 457886307 999999969
773942037 830949187 810271539
-858457453 -826373511 843457924
136627595 150495273 999996726
536628190 697395120 852113569
-378553523 -4137633 938570545
187059283 999998566 999999970
-182428248 -863773509 96539402
-234823197 -932380059 -430365362
-691991619 788714779 800160361
-862998115 779870476 831670785
-100275642 999673772 999914214
413070687 999999960 999999966
-547981805 963749411 985414240
20611897 999988793 999994234
-801567411 774611471 811375215
-540898534 969733175 979772933
-517156116 968197878 971330885
-567217829 -310709405 141612727
587501445 999999993 999999995
-779835059 835291170 896178157
767392533 -422136494 967091005
-411609814 981012350 997288637
-230581450 96539480 96556696
-618020060 -495178671 735895505
507823332 893387537 999999972
882302691 91687549 834509199
145479177 115047070 999997760
-603652265 -101414070 469085005
-491924807 -663108855 217962790
73934548 544270284 999994705
-664771819 799295355 803623524
961534246 -986204619 972902360
969902397 -999999799 -267434004
-125894742 -504741832 359340079
-196800908 96559761 96576881
-209508357 96579918 524086078
893902005 -999999993 -999994914
475671676 -999072247 -996864823
135426094 -552080531 975836887
