1000 1000
-915939861 919252145 -905720064
-181928036 190175015 169498064
-888081911 897684843 -890864080
-453802874 442086562 -448064751
-46636436 87173445 -51062830
-646069046 624517497 -633286562
-230351060 258123715 228416046
-130508420 167397422 129756904
-906452186 909690841 -899608543
-495547157 486034013 -483488360
-32425553 53917927 35654140
-533218349 508772526 513790979
-88434054 116781257 -70846564
-554331564 532748191 544965851
-541875306 519232687 -529042760
-53957738 98976822 57742833
-548493266 520303552 533194707
-515011291 501332324 509278562
-388916602 365604781 375056923
-9260512 14476672 -8769014
-32156762 53020693 34743944
-845513784 838220006 -827374866
-393418827 376781317 -374570392
-765496 7631487 148395
-249130390 263558443 237317026
-38351892 61053536 -37439175
-918109166 919476363 926471089
-706216904 694787262 698299596
-459716934 448965209 -458072557
-515106462 503852076 -501966447
-130334955 163264887 129745137
-440485023 411509708 438555160
-354612704 328606810 -335489360
-563030105 539408976 -564930723
-147415651 173381969 144656789
-551162794 523788098 -542720971
-153009096 181971832 145939576
-838695875 830600162 850568473
-39449424 62631937 -38952293
-31300027 52266326 -33767065
-797994218 800422193 -774722241
-673510405 651797121 680247985
-897769180 907464938 -897923628
-182210119 192877953 172572324
-870627589 856198599 -860938772
-341982162 321501849 -331889407
-472331190 461116402 463430261
-453873543 440173009 454119892
-912146848 910389677 919091801
-52473201 91947400 -55241638
-170172219 186989824 164795795
-679803890 661859676 681741713
-704897638 694134802 698110137
-563347194 541610877 556527967
-877192826 861402084 879227561
-481925155 466741887 472918734
-553732682 533267532 -554900925
-702850205 691885964 -689971100
-222160817 246246708 214628005
-182583785 201521710 -151776167
-244608967 263140819 -243512887
-386306605 360594820 -363403436
-449056955 437407856 -446241712
-986522577 987526513 985635351
-444074629 415305455 445818997
-377575070 353020056 353140756
-128708836 159102130 128604985
-872615598 855484459 875022466
-103363524 138972732 97525588
-877382002 866438962 879404161
-46032873 80957459 48554136
-652118684 625372811 648798270
-588873975 561478108 575968936
-594302937 565120945 585601923
-418602837 388455102 -392184096
-877381613 867622607 -873381898
-507209174 492395032 -493258463
-218140082 234794144 205004401
-132614980 170202943 133203786
-443324189 414255026 444900161
-667431679 646112149 -663320604
-220244563 238756980 209876603
-894574490 902236639 -895212406
-725876750 718108822 -710992391
-16759869 18599157 -11621155
-84419304 113774132 73692670
-197575893 209508422 -177020043
-356627750 333171580 -346832462
-930804916 936742482 -930422266
-738794459 726849315 741405591
-222074524 249622066 -209843328
-598424689 567163738 587695555
-610919019 576164878 -606298515
-939934664 940065165 945910545
-631056696 611855254 -624580446
-520534648 507165186 -504418541
-83282804 113830246 -66757028
-795054398 787949331 815116395
-587374173 560150479 565857666
-212265891 215796476 -187921734
-939038893 940396584 -939024025
-498411711 487315103 -488377915
-930210131 932230440 932883742
-919151646 926811000 927590868
-125273565 158912578 -106695157
-184034211 201951916 176811664
-732243025 723609492 738371704
-758448869 740249184 766941721
-741584001 727793634 745866361
-780266196 771899230 800237978
-99831663 137941536 -92406159
-125581482 165564694 -110104358
-99851975 136227806 90517496
-36408093 59072381 -36905993
-532103637 507528635 513436912
-537382994 512554047 -522461717
-889391661 900435305 -893588468
-947030773 943072407 951474794
-45152253 79047085 48028383
-704439422 693410286 -696426407
-411882529 385351049 404214255
-509372170 499676407 -498448778
-419485904 389109725 -394715399
-649158910 626254445 -640450104
-211174785 214123449 -181176133
-856932911 851111513 -848618531
-448689146 431868345 -446099047
-293886429 286393979 269066551
-367131328 349642236 -352576995
-783273490 772133971 801052389
-786674480 775174930 802824931
-961363032 956542093 962877659
-650452898 629913421 -643736934
-258526449 270305398 -255104294
-911793482 912833913 -902228438
-964899058 960969826 971624963
-697850457 683854046 691308935
-611530036 574858697 605978601
-82674111 112806237 70571369
-199476184 212108141 179718920
-794323144 791200396 -773050650
-498538891 487142219 495269210
-914592682 914120236 919626493
-796661175 794106850 821058185
-545299589 519139656 531368867
-46369315 86467638 -46415459
-245112246 263280639 236649640
-389405365 371958103 376222805
-479885712 463910080 468063075
-436996796 408840726 -427776817
-986440981 981741268 981404678
-537642634 514422804 -522489419
-268500703 275132280 254643189
