1000 1000
663430853 719466500 -873785643
90484634 103326262 999999865
89256027 92782277 -999973495
425861553 445986847 -870298324
-926658058 -872196368 999993687
965925589 972260908 977169024
683541353 735400166 903969603
-188994138 -184340440 -997614726
532303288 547308103 403085548
-925339147 -921698457 999992746
-198249302 -189556771 -998020556
-189482734 -183563278 -997642151
797214846 827135783 588700633
680839080 683322835 551224422
769143574 824602526 -984602226
-708612901 -704741038 -995925370
-482336187 -470098868 -999998731
-450260010 -404552167 -999982299
276344836 295426585 -329560738
-920207922 -872191590 999994960
754188161 810124763 -655076278
-840343816 -732127239 994648069
902077091 956877381 -494699937
919930282 970073095 978167844
-168890257 -127226297 86291068
-910788502 -901927410 -985964280
231900122 278677887 -869159593
-52195815 34293871 -981372210
246999394 250644113 -323160511
-226825117 -206364265 -978762416
-882120708 -845234871 580338308
168153413 174889608 -999999998
-629532081 -622084785 -995953535
-617318092 -614950435 -321649718
-458584554 -420955226 425536084
691024160 710518759 -998240469
12266569 41153381 -981364153
796879824 842975137 598573331
129710210 180270251 1000000000
533085497 546278499 575363621
-989612374 -987034986 534748707
-767594848 -760200831 -924340049
-180417679 -128716353 -999105609
-109928135 -101845575 -507941051
-404407514 -353769354 -999999977
212942332 253087411 -355156163
-613500739 -504229584 -661585614
78780353 84575873 -999994576
-842804777 -818520139 994881966
-350006263 -313958936 -250265740
720644163 805437434 -999889050
-716801157 -711151560 -995925398
695856711 709163915 423424122
-546564900 -508625939 -998230886
888028714 891590796 -804024944
87432954 98499296 -999980813
909515209 910031296 990759692
126971048 147341038 999999997
494168087 523713629 788093110
129128295 137727170 999999999
-584664790 -575345312 951679724
690650347 716215676 -998215051
-608520884 -564372086 949367616
216871088 223947959 -362096294
959989076 986430619 -873282914
574665032 591767115 -670403375
-729645425 -700400550 -996541356
-738878918 -703854234 -995925368
-406025319 -352758500 43880917
-597452698 -553763783 -998617296
-182374423 -129297090 -997987084
-111073275 -94005207 989150270
262945254 270410714 -313131956
-950471811 -932204983 999748964
867523830 870299035 498792957
107901370 110083895 999993845
845305516 862588097 115690875
-493030570 -484511445 -999741823
327936847 332228469 829518279
935716954 946781804 -729668146
-727476991 -686702568 -995951229
-936109336 -931793924 998678715
370304727 378216173 443306277
-970090074 -964955084 -254153216
434488030 508740633 596153748
-561378668 -545062252 -998370002
537481044 546360639 965998718
992019304 998701156 999903331
-120028807 -102070020 -999938631
869447935 884449727 -998327709
614540014 622829236 -715922930
292346321 327758376 710695829
-604121778 -597508199 -998182725
743761105 769419593 -3359700
958235472 960058023 -874302611
-863135996 -858515816 999999919
-812532520 -792867922 -967774152
-380037082 -314008491 95124630
-387096340 -352515665 64698641
-45553419 68374604 -981460538
514337848 531542146 999755516
-222685844 -200178822 -7879663
860642310 866331955 856636290
-772134500 -734684878 999887750
656499459 715373074 550245011
-589906280 -574177514 -998633615
-744489511 -738940188 -999999545
-531701926 -510129829 961369851
-403026773 -400310133 84941578
353362206 355673299 802119505
-22659228 8703835 -986447179
795336889 815405394 -851737884
739385936 741314638 -52238251
-301207249 -297551075 980725284
35160039 55766345 -981459630
996079463 998826228 41077632
446073787 454585942 262077430
587796718 594795279 -829853924
306802357 322762393 756683590
613016915 631215937 130238785
-940779033 -893935656 -940917342
84677295 104585633 999999808
-935397374 -926801732 999864076
268972096 274454720 -851916270
-935611184 -930846174 999964110
-588982020 -543807718 -998629228
-527347746 -503327274 947197922
622745910 628442108 -678555963
-736385656 -724978705 -615654017
948017312 976118655 -867814666
-191698349 -176721392 -997989441
-965438616 -960664801 -133828455
-34769988 -30137347 -981445460
902903651 956860173 -642259009
990656320 996234131 999889863
-527078866 -509800199 951137418
-118262955 -78301509 948087288
460799571 467438836 -141045799
-414059827 -371361205 342271897
-134554283 -132069637 145125250
-728864515 -696461836 -995964679
145561936 150547695 165781984
634240198 635307610 -576509222
588882735 602919734 -785488727
-163454068 -133514780 75901212
499408307 515698001 999748357
-228070730 -214984922 -892028445
619217381 624655480 -716165206
562729860 633192330 999999818
