1000 878
-996935459 -986803874 -8990234
-999331770 -986803874 790429271
-997714306 -985445557 962378937
-997714306 -985445557 878664541
-983396126 -980508779 425319181
-999331770 -980508779 989323849
-978921551 -977636593 297537213
-978921551 -977636593 295318766
-973538211 -972207495 -284744578
-996935459 -972207495 -58764408
-971628480 -969738151 -137505938
-983396126 -969738151 550309295
-968963008 -968111154 -506896546
-973538211 -968111154 -472702952
-967306494 -963259009 -736709392
-968963008 -963259009 -670436281
-959236695 -955544367 62185902
-965504216 -955544367 533265617
-955019881 -952687898 116568119
-965504216 -952687898 867663865
-959236695 -952095684 -74317254
-953769524 -952095684 13633332
-967306494 -946963258 -830771369
-951064612 -946963258 -664385980
-951739011 -937186239 -818851652
-951947806 -937186239 -467585630
-945905059 -932181488 -786658677
-951064612 -932181488 -781903262
-933235350 -926792284 -75571572
-956867689 -926792284 -74626058
-934584586 -925263903 -77052415
-956867689 -925263903 -76830680
-933235350 -919374779 -75404771
-953769524 -919374779 -52933018
-918897794 -912605486 -377571286
-918897794 -912605486 -433612709
-907507950 -906982479 -97570581
-907507950 -906982479 -108997826
-937212726 -905019491 -441744767
-919949792 -905019491 -342693909
-911203062 -896195000 -873142349
-911203062 -896195000 -899624080
-906131093 -890982179 -889190078
-906131093 -890982179 -892813857
-919949792 -886957426 -422674248
-901266524 -886957426 -214855346
-971628480 -881353379 -77621727
-934584586 -881353379 -77176395
-951739011 -875994432 -617628092
-951947806 -875994432 -499261746
-905118178 -873759853 145771090
-879770090 -873759853 152541492
-901266524 -869007162 -367136890
-892361151 -869007162 -123779612
-879770090 -867632726 148889433
-885951092 -867632726 177321998
-885951092 -865575812 159846294
-955019881 -865575812 197396552
-937212726 -858750610 -260783498
-892361151 -858750610 -324516976
-859687798 -853807839 52798062
-859687798 -853807839 -89163006
-935599075 -849862617 -119776173
-935599075 -849862617 -278374521
-887663958 -848328054 -247303167
-905118178 -848328054 191898323
-862663073 -845970838 -714863800
-862663073 -845970838 -789074021
-848580388 -845501657 -918805801
-847002963 -845501657 -480600227
-839240070 -837396769 -797515418
-839240070 -837396769 -826757258
-945905059 -836766246 -928903810
-848580388 -836766246 -721874832
-847002963 -828790150 -651732553
-837946904 -828790150 -405804239
-843095124 -826819416 -936953538
-837946904 -826819416 -496350335
-887663958 -824216576 -139663902
-826133554 -824216576 247684623
-822398377 -815393811 -999593553
-823596346 -815393811 -999531417
-814894824 -814064861 -998005569
-814894824 -814064861 -998423746
-824291187 -812094074 -991312996
-843095124 -812094074 -990952923
-808678690 -808516381 133048729
-808678690 -808516381 101488002
-809809508 -800590696 -995091767
-804487280 -800590696 -994541930
-800479353 -799589311 -999970860
-822398377 -799589311 -999854143
-823596346 -796635451 -999479579
-824861839 -796635451 -998968561
-824861839 -795936066 -995930589
-799507034 -795936066 -995845118
-804487280 -790871187 -992500797
-824291187 -790871187 -992311123
-800479353 -789281312 -999999555
-798897215 -789281312 -995811929
-809809508 -786179907 -995773279
-793560434 -786179907 -494465243
-778117825 -775709557 -763939199
-777051320 -775709557 -586090803
-778117825 -764059443 -929065220
-765873981 -764059443 -726618007
-799507034 -763209406 -995804653
-766767764 -763209406 -942067899
-777051320 -761376791 -547522742
-793560434 -761376791 -541073946
-798897215 -760585922 -995841926
-794596663 -760585922 -995805614
-760448808 -755044001 -934548148
-760448808 -755044001 -962135114
-747866326 -746766974 -970650520
-756788022 -746766974 -963726889
-782015264 -746120033 -995822165
-782015264 -746120033 -995823080
-765873981 -745562462 -830688171
-758916267 -745562462 746047064
-749876231 -738742118 -998500952
-794596663 -738742118 -995832601
-758916267 -737753149 -618520009
-739333540 -737753149 -98542230
-739333540 -737368785 -145817480
-742681074 -737368785 371612355
-747539989 -737299348 -877988870
-742681074 -737299348 -95111403
-743443429 -736265677 445197897
-743443429 -736265677 -3312199
-737074872 -728056931 -969518800
-737074872 -728056931 -984349910
-747866326 -724808628 -965383787
-756788022 -724808628 -975055027
-730537812 -724709233 -951760900
-730537812 -724709233 -952376549
-734179516 -722602975 75224197
-734179516 -722602975 -323032152
-724741136 -717810257 573250336
-826133554 -717810257 746946418
-729388044 -712904170 257754964
-729388044 -712904170 45175894
-715699277 -709141172 -999921652
-717776955 -709141172 -999900994
-751647351 -709131926 -995826422
-751647351 -709131926 -995827566
-717776955 -707826935 -999860429
-749876231 -707826935 -999834616
-716926335 -706939882 -887064242
-747539989 -706939882 -883155406
-715699277 -706785864 -999971611
-736394390 -706785864 -945371666
-716926335 -699595975 -897557841
-705661813 -699595975 177108569
-692767356 -688936258 207690772
-692767356 -688936258 167003640
-695776311 -686787808 128412474
-700499895 -686787808 316195877
-680096328 -676258212 464426217
-680096328 -676258212 373757502
-724741136 -675348520 660970702
-689552678 -675348520 722458479
-693874945 -670650018 173640547
-690320607 -670650018 243190901
-686354512 -661268312 -972896278
-736394390 -661268312 -971753713
-669927103 -657658954 263423127
-683463968 -657658954 273079919
-683463968 -655751853 265539800
