754 754
-230941008 -166426056 965842383
413469068 414774973 -369163833
371266450 410135614 -363785363
848235698 851104028 999998911
-830561663 -829839847 -937682130
146181076 190370128 998629015
474981997 606166777 -418764497
-3518001 92830976 992175711
973118229 975055044 43393560
-937054578 -883868504 -104079480
64529958 85408365 463481081
80895023 95442305 422013954
-926622961 -874067284 528274492
-335651286 -319615968 583756436
-593078785 -413584151 964650497
-581237451 -540695460 964793008
-367491318 -234759061 -999941434
-229645755 -166426056 965624815
614620491 619304927 989734183
-872941159 -829839847 -936275893
-442955113 -409677072 964792505
-644327309 -578202117 599488814
959987509 962413288 -923541498
693236231 724757901 999927405
154613677 173782808 999438311
-872941159 -868452212 -819388837
589585641 600575731 -615736388
297236342 300411720 999022059
532971328 534822329 -610514910
63579335 71458680 -999959659
-746923573 -737760751 965514293
457486201 483690715 -663687532
-598258970 -421937050 569395581
-476936405 -405677109 582957781
-252179678 -196081946 968246167
-720925885 -675700184 964326878
261264308 304008586 998898692
-451798668 -271859226 -997187650
489968027 490225471 -396254045
960339424 971691743 -999722072
-974706786 -973462813 271442614
-648171994 -643338836 -479643068
152092762 153212995 999388209
122954772 191956766 998670283
-126556350 -68252456 -999036556
499647066 541705073 -617004561
-477731706 -269381735 964792503
382539205 391519275 -504994600
-809160026 -692478799 968048198
-345927281 -35747432 -998840902
-95154595 -13731095 964930968
-659137372 -543274826 -999868789
-409349858 -315058757 964792646
-426555923 -274157691 -997186473
-568030734 -563719563 964664962
391582250 414681476 -366662330
-499310063 -497821480 -76871168
457486201 460918141 -737522941
910593848 941904449 -999805418
418589058 454305106 -364847718
-463111262 -333890778 411952580
-470889304 -437712305 -402915102
-479273082 -319615968 582933418
499647066 512452592 -435250021
-799883467 -521705306 964667117
-966771593 -966726714 560220694
-676922402 -529770649 964741800
-708891735 -540695460 964793152
-252179678 -65613789 966781884
-317468551 -311126651 975043292
152092762 153212995 999747475
192052550 195320637 999955956
555533659 567423027 992897165
-920252880 -918355001 907087457
-293550913 -277227441 95809059
403074070 422391698 -363799861
-648171994 -547844787 -855694636
-267049631 -244658088 964933436
632663719 663586595 998255733
235614538 251772187 998898689
-512591417 -502680652 964792675
-931348011 -910411734 952720195
723428580 736264136 -885167732
-948715119 -945162108 10963524
905589702 910264150 -989321797
-367491318 -305845124 -999583165
953832614 971691743 -999604699
-523669916 -462869849 972048843
146181076 191956766 998654113
-733955862 -663376281 968911853
403074070 422391698 -363825877
597128596 654361824 998293811
-489970020 -363885420 -989967139
-624757658 -605352954 962679861
600473030 636967916 997990261
-799883467 -798747576 964691205
-678102609 -663376281 968817542
-238515419 -35747432 -964128022
-231199527 -65613789 967307319
263875445 360768181 999640771
940611787 953012760 149775977
64064271 82300918 -637856777
146634850 256092358 999957419
-624757658 -605352954 963461029
-568030734 -521705306 964666807
-395635326 -326397581 599761913
-635791522 -612016655 964742475
-293550913 -274253891 -979976993
-217629349 -127183766 967543858
683691657 684481448 97425553
257461738 293904884 999852163
665320642 666654418 999084233
897278567 900545289 -908612509
-8211069 -2020258 964956240
249726344 331633182 999957314
-867323959 -842065959 972054528
856480185 857761544 -867191938
201972757 210477406 -469452690
589332088 652302660 995795940
-426555923 -279457231 -997029646
-886968650 -853920697 526260183
384150237 414774973 -369248786
-891233440 -890418119 270652525
518590763 582588961 -616296335
-936589441 -908720393 897505258
-380744494 -303447959 599303292
-265902139 -260717269 967796051
584023197 619304927 990558059
-713439617 -550625153 538949790
122954772 128055812 998818210
80895023 97956513 425283610
-959903007 -944238337 999928120
179766770 242297758 -169525717
897278567 898772548 -918732738
-431271399 -309586577 964661480
-677660487 -274253891 -981046782
177702254 204293932 -38534501
772522046 883472667 999998777
-137817513 -96343639 -999920734
134127538 144501662 971354189
-564281424 -529581219 -998079307
433583567 467740159 -359959356
-910212505 -883868504 -911014868
-592202967 -502680652 964792684
114716708 128055812 998933776
910593848 913083763 -998888370
63579335 63885084 -999955366
-949983400 -947354776 999884640
18913408 63558457 -999972031
-859314151 -853693781 955577805
418610628 451985694 -364267206
401629641 430669996 -363995892
-677660487 -643338836 -51542945
650442595 663586595 998560097
-383516191 -259503112 965195446
-114686885 -48817942 -999959129
249726344 312393939 999957308
796805557 832656813 -516169366
-160225640 -37493447 991308103
39007577 48837214 686605137
180951933 229959768 998898594
-784236371 -731184245 965981276
-889254362 -864396120 82205239
3787257 6725012 850253978
780398533 900283091 -606998992
674994147 702083579 999965717
-458116621 -443105614 581595799
-629865719 -413584151 964648247
293740927 298251797 999234679
856480185 900283091 -885400131
39007577 52604960 684753964
395130728 414681476 -366461271
221385807 246601198 998898709
-26274135 -13907824 965012064
-966750499 -959051155 999528542
597128596 636967916 998000372
-390976404 -326397581 599950953
-584532245 -529770649 964741840
474981997 483690715 -551877805
318427937 320803189 -994839031
-837123472 -695472475 965092166
-231199527 -196081946 968206795
-422512723 -350581826 612661169
194850148 198749437 999956071
-379514808 -302289698 850333852
-426182903 -377861110 -998712328
-664456359 -635503632 969665209
-667515003 -651419737 965295393
97215832 100940361 454248363
-121197547 -77257405 -999079023
194850148 196668019 999956079
305107232 327247478 998898692
-142888300 -1056652 965009551
-399720304 -370298264 964792639
413469068 431480720 -369161239
521065797 634966948 997690443
584023197 592084126 990124486
225079704 370871459 998898686
-966750499 -950074958 999689913
568366743 621291766 937654727
-926622961 -874067284 565859721
-290797189 -259503112 966937688
-225554805 6725012 964793276
-677324061 -619882012 971368553
521323980 543654771 -640146818
-798673040 -690848142 -991659115
-335651286 -277227441 590170230
-265902139 -260717269 968629682
219002798 222532873 998917898
-254536088 -125773150 -999992517
862052548 869836916 999998780
192052550 198749437 999955946
221385807 339602401 998898688
-326636611 -302289698 599624803
-798673040 -472178063 -996627791
758650607 762487207 157240168
737675706 741060559 341666053
-773241799 -764424721 972295904
-652593736 -604628710 964792369
221468529 344891923 999895572
-8234398 458129 66045846
-987611798 -984700226 120305784
899057529 905852450 -972642807
-512591417 -344554706 964792670
-592643415 -494973537 968454769
-798577310 -756366337 970379509
-508000151 -445035443 964792672
-581396875 -524958616 -998629566
566082840 621646011 981062530
119025439 121738399 504777687
469321743 472209603 -364211539
-636343410 -350362517 964792501
201037504 261552431 999609019
683691657 736264136 -610319998
492062368 492829293 -366940238
69455283 71458680 -907237554
545903220 551139224 967502533
884286079 898772548 -994009253
-422512723 -409528571 654789919
-267049631 -110587514 964966470
825403106 835298365 999998791
175537161 175639695 999956518
204493806 273053647 -254057639
-251410759 -179799612 964792667
674994147 702083579 999966098
348860835 358632306 998922817
-664456359 -635503632 969680240
342317077 349660074 999987012
292180571 294734768 999956349
600473030 634966948 997760912
225079704 229959768 998898675
663533037 721947437 999925813
372244380 455709122 -366760278
-140031334 -68800044 -998907506
28862765 48837214 686719612
-910212505 -899283963 -809227575
-652593736 -464671999 964792509
906604132 913083763 -998523345
498539800 499674184 820161056
293740927 298251797 999459744
-96437354 -18858275 965021426
-769307615 -675493899 963901517
407256606 417794698 -363992898
959987509 962413288 -961613128
-380744494 -274157691 596043543
-974706786 -966726714 996929217
971890058 975055044 113900106
-720925885 -593214367 964166604
-644327309 -367114749 582993226
-798577310 -656644816 968590631
119025439 119897827 742759400
-527548823 -472958648 966124872
-796209993 -694210921 971075297
-758804387 -756366337 970413459
206723212 256092358 999957319
298573819 316234686 -988910832
-864859781 -830604323 965230791
973118229 991826218 -108985623
521065797 567434457 973354310
856408853 953082363 999999951
856408853 880350092 999999888
10778725 88750653 420051243
11869513 27442675 -999739802
-807443279 -769808891 416451944
46446994 100940361 -999981873
-225554805 -198747229 964799193
-913375271 -853920697 622603345
-251410759 -250221988 964792654
-489970020 -279457231 -986137912
722752114 727614372 999927500
134127538 204293932 985991070
391582250 469937537 -363908684
418589058 454305106 -365440879
-399720304 -315058757 964792645
436269896 453785398 447381951
-743032685 -652951791 965952382
-292076647 -288130708 590970742
-773241799 -764424721 971854986
429564734 439662136 -533593585
-891233440 -890418119 151590138
-711385320 -692478799 967535550
-593078785 -563719563 964659222
921827923 949813681 -999892673
