1000 1000
670835660 735405396 819487511
92174928 94458859 174765504
66358904 89129195 -388763057
392151913 394297547 -999999986
-896281450 -883258296 -621509938
936779851 977947739 -999885541
741178646 752344323 950303620
-251285567 -163391394 999371046
448925545 455410712 19103041
-962010510 -923175554 997995477
-187177543 -184727364 999929891
-197664947 -163069950 942676442
752682453 845965187 995878950
643487809 696029194 562204401
815540303 834643828 999511145
-693925877 -666075741 -999989872
-407274710 -405862960 -3044072
-380624752 -373056856 999973298
242684348 257619216 -992465534
-895632924 -883369685 -614799545
812564196 822661758 -217795447
-738720716 -709038830 -999739717
952096752 961996455 -999706752
954129062 975429970 -999706002
-129124661 -100080481 947500798
-925606167 -913163221 215536852
229776963 239923718 -758510545
-13049198 9659890 964320431
207486698 210727654 -352753261
-239096414 -206478855 932362756
-878685364 -852730104 -74215159
154368568 155423300 -979327928
-572293624 -566127967 -992020923
-574278827 -556596999 -970667641
-396393913 -382896125 999977527
710263154 720084311 819486931
9651391 15990964 985390082
856623340 871057289 926590647
156086681 159329223 999998299
433047335 449450460 998372784
-999903921 -993745136 831276690
-747240474 -742845866 915363663
-182590039 -112105964 947231778
-88106632 -85057127 720185577
-422758868 -338098045 999974090
172191134 214395793 999999990
-470796844 -442781954 999684122
8656949 76758310 -997317986
-833308985 -809137603 907283637
-329067457 -309691490 999998938
815300486 822167876 999492633
-701016070 -681357481 922067069
636693993 713563992 710223463
-470360280 -453146601 999683038
901383550 908552443 -477668198
80278025 90933224 185673138
916521144 932493660 -999664695
129528052 143156505 999969163
427076243 436305199 901472816
107631500 136939040 759932670
-515615722 -503588875 998865551
704828627 728319472 819557218
-544473380 -502513361 995735523
174250895 194795545 999999992
987273300 988012890 -975221663
494341955 522516531 -997325088
-672235177 -663247056 884555502
-677139780 -665659906 -999986209
-404552918 -337006319 999999669
-529664950 -491189738 999183749
-144854948 -111780245 947239729
-111602014 -75681579 947497139
195721597 220672320 999999988
-968460974 -942358587 -998194054
882276909 889846185 17448285
91945591 103484858 173805014
877613325 880485408 318461821
-420546104 -414904477 999972957
282210444 296754203 -999847737
949513231 950578550 -858221877
-669915024 -624461514 880127775
-967550765 -939458427 967008260
333660089 342772997 -579842122
-983904031 -982067829 -162677131
413385386 425422465 406081354
-499466925 -487926152 -238786338
442310467 449235872 999470657
977996166 998450835 -971876478
-88203440 -83435999 633396091
889877998 894003831 987751069
531941002 552096859 -997623340
273572517 281484605 -999727990
-595015519 -529732865 998992119
794606449 796027254 -12474483
964791246 971219655 -999764273
-882696098 -873373120 999857065
-799229144 -779840378 930871464
-354146385 -310704291 999998939
-348353926 -336948671 999999707
-24196383 60064646 985358348
431133927 441959900 957388897
-221696174 -205377124 992284655
881433372 883598710 -356442345
-725426743 -712054417 -999654076
677450709 721231613 819474097
-509690650 -503081518 650540053
-729161870 -716141534 -999598656
-461433164 -454135208 999682116
-396206209 -363882346 999977529
299099395 320395111 -999982269
-54961885 -13031615 997140978
774172360 825125013 996849766
752943747 757095000 974363685
-304160108 -299735127 161503136
21451890 29690371 -997258856
995023281 997331896 -977952260
387311936 396676552 -109290784
512445993 522983771 -998028242
272850648 278685980 -856389942
550390671 575139318 -665523224
-913237206 -901042468 89166512
90284030 95025405 174492998
-960148071 -925625070 997386587
214087239 228986658 943515967
-974759348 -936883826 998640528
-552779167 -483308795 999119950
-516948263 -441827710 999050050
513193243 565454908 -997421237
-701366880 -694565492 -335893990
949503018 982888310 -956133825
-158417889 -156601784 947770291
-981964669 -975844550 -567754674
-55697326 -32902198 903097185
931151355 961578940 -999709969
963337455 994805048 -999957942
-461580955 -455396807 999679409
-75177815 -69081771 -46371695
394495553 401361185 954796097
-373091782 -350719478 999999373
-113461665 -112352715 951405532
-704863526 -659494935 -999982501
143087822 146009033 469566344
532930500 598744260 -982334387
495076765 526177709 -980556675
-147161159 -112832040 999940974
426167504 429704772 996912573
-222565186 -212400801 977951161
532354642 549538468 -997749274
552424334 578496554 -638639025
-945701754 -899647186 998033838
96921218 135376106 167241542
104916984 109919239 999930641
-747072855 -741939469 915471311
282380490 296531868 -999847158
-453374194 -432478193 999731027
-373969992 -332445271 999998915
771115759 785660676 -13296181
364591713 374063950 -361655716
-327309314 -313854260 999999978
-271989960 -260776006 -987639177
-56379843 -41862428 991502099
914734183 949562430 -983378801
-913248960 -903991031 113959660
918334645 930969107 -999784279
401907595 412954227 -971410208
318163181 322006842 -999982423
-621819387 -595656616 869695261
-578698905 -563288171 -108024721
-26132315 1786334 970139764
408348857 414538973 -976712635
-252224211 -246158815 998789629
73552036 91219242 187355335
-62327691 -31934149 994913296
804860762 814330888 -16172466
632388531 703915796 819459022
244119912 272789115 -996296983
-562329277 -503192567 681197444
-675122623 -662617810 903399523
127508263 155698346 -976086556
898338768 901189280 -967002835
-863869121 -824970898 906636496
-425926561 -383153471 999977525
924565694 940936582 -999687818
-75621887 -69665573 222485521
-539936885 -481835451 996582053
774866357 785840351 -13205607
-763786602 -739902197 922067889
-766771824 -748218433 -999669978
-194481394 -156141858 999922439
834130060 842424370 775688408
-88597765 -72293580 -60346440
21349938 26514887 -997021602
-303212938 -293470836 -208236828
-553468870 -538470003 999544626
97106276 114548055 161655462
253320724 271228810 -999698455
203706379 229264036 999999994
52797125 67147978 980548856
762174693 839753682 -1834017
256141593 261344133 -725197851
-924960513 -916964997 991994292
-440867236 -431389078 999805921
