8 8
-359120483 259081639 960831426
-336992390 427263299 971894079
-891682956 278943097 959637645
-728100593 750875133 993000215
-737975426 527419664 974957844
-977171399 -671124166 -972112737
-868892251 803448410 -996232547
-837874307 -668552971 -994798208
-647856111 961754756 999635797
-220092690 960598992 971937024
-827800074 -994948959 -476119200
603222453 -996462099 998051399
238283044 -137896194 961737383
-827924778 -997702821 -994505937
391502972 236726964 984860063
-874892711 -981975968 991061309
