162 747
-476069437 526205760 540962812
-301562854 -130405199 -393252044
-947446420 -370390716 -403084321
898700379 957869662 226985200
-782853364 -2460186 -382409197
519957860 758798710 -267584618
-851023610 -78179228 -386441146
-624896536 -275014827 665454966
300525462 742454407 993326583
246315121 992902595 16063128
-207913809 -23532330 621492099
-455129521 -350633219 21425909
88001582 749549401 187762783
142980484 953929408 434163201
207612239 931767448 -825051381
98288587 527352508 275964106
468288435 833418609 -555453828
-278648195 -112700110 -487867148
-561838166 -263222361 -606693664
-666142912 -505279618 132693059
655752316 815248229 -88174168
-80702868 -29037594 -331061376
570887846 944248991 298348641
-922742844 -351272581 680850356
-844364814 -43572462 -550452926
-655817349 -27132329 -843210636
41758623 628477369 274230535
231404134 660441478 686667824
-541516791 -475168130 250555504
-558837756 -275863217 -651513316
-919534995 -224177273 -115234507
-981021381 -125205887 -677500641
39951857 894255050 -130078833
500787873 756613603 697247807
287794281 294657345 170793613
124468880 765884488 -176207229
569812349 859537141 690693139
-412781072 -142657062 -865916813
-769006836 -169052954 -978312052
167861688 644928832 642854587
502501343 900563601 880044826
400918239 736385821 -932337789
78761648 358922953 209359035
-550749590 -422596817 -760518517
611376993 743174789 52891659
153223097 946526596 653230957
716463058 786076593 676366338
489203385 825236795 -120980523
155946295 916439380 -732437319
-897769212 -417842186 671538075
33882804 851248604 -279379543
-324360756 912996195 142499116
-758314719 -330630698 141430729
98293485 164838329 -331459951
-587441562 -131285719 -58624490
119972720 470402070 484971978
190583530 862246579 -158475094
508160791 612236736 885410543
418244037 990057284 196828372
-585211090 489420208 -213409885
41175445 822763320 187810445
-709611206 -395439850 514554812
381074938 448571827 -409737950
84833202 551763822 510816055
183544817 348241138 -457257815
265668654 268700150 -200668425
484532595 594819281 -149767713
276736678 777750136 945037449
-961579383 -130764557 740897050
3506308 82472051 376943098
-577190517 584304326 133845907
-699728625 -344238769 -763327591
-951795476 -509048553 648498003
250119024 604156136 951906366
-962903528 675467588 567778459
-526362899 59770157 -116009645
-489978650 -380749909 976762252
-973106295 140844052 -903172660
-835888351 -405926685 695296058
-727771939 -171908197 -907502368
-856143093 -705623841 880272074
484874080 555249385 80322414
378017182 583932736 267764467
215510152 334350035 -535721316
-422550938 -177096802 91849939
368050405 456859957 -433536764
-849656718 -720703778 -51544701
281133803 457246486 -712625138
-429244248 -382834224 964572549
-859243020 -141792035 7273344
163012005 398855114 -42541477
181559381 529078306 978413660
424559660 866511018 578181294
-801151195 -200750148 837647046
168240006 432522102 -375632598
284721386 843596019 280750044
323617143 417474051 -992950523
-913523359 -227435142 -176324649
632390812 806161736 -47402652
-605248369 -393832649 268493375
-769830979 -168885449 572940706
-580762720 -271115917 -157517680
-482891688 -423334598 -305686514
-878543689 -253052900 -44609599
-555707894 -452647043 867302216
-703568319 -445969085 -853842317
-503900598 -115849771 -836292465
676793 630287642 -975305569
324624365 902799078 -752272352
-796455953 -377731333 627225159
-391984348 -56646516 -656674026
867823661 882474939 993031985
193644683 348732915 -823926035
147003131 493527606 -287328118
68794806 342372358 842339595
288320679 368386386 -658796483
-927817524 -333401213 644777595
483593437 744101921 428820933
-695319369 695972067 473250473
-878502968 665151846 528648755
247179627 418988102 -846937057
-934678031 -399575345 487610457
-919333079 -558621766 186435231
220297138 630603919 597722694
-943000423 -441150941 -405449868
306296235 888051558 292029074
-814276459 -541628581 -935202722
-814080832 -85582205 -585965554
-713448292 -637943969 -297468697
162364185 606890146 198587069
-531080959 -348868858 871447307
5638055 823390878 -635024036
78974094 194375783 -771579705
-367621482 -158726465 36366054
-626448745 -334495734 549284635
305702255 661317485 -638523980
-348649540 -11699799 665804503
406207907 424299749 68316780
-262217252 -165047489 -214075082
-690949390 -324735150 583391977
-615529015 -176275476 702125449
47274836 327544060 921425207
804365382 967257539 886530784
30480121 405556457 -453299481
-33583890 -14209742 -683770610
