430 430
391756110 460921846 999999917
-734327915 -733215112 -978157882
-437954549 -423949414 -999998961
-698745617 -645801077 -994342639
-707347888 -698885661 -818401792
534473839 558933825 -996969796
-991480082 -899228597 292025987
936646133 936915300 996620298
620083495 662641631 -997884330
-818755272 -794335567 -994566246
920052161 930056766 995751657
936762362 938224779 968744160
-798869955 -790219022 862218214
45935364 171504738 538681063
59357732 69552885 -876334510
-163134567 -106017549 925043738
348238873 393314088 -33403766
385182252 460921846 999999916
227568751 233403174 -999995119
-703899346 -698885661 -488084188
54274973 85371853 935544936
-322521894 -149594309 788905656
-164226135 68843688 998102674
-489183798 -479689866 -999939763
537638868 556495276 -997606107
-821273946 -785995419 960211745
40382017 155388990 935514120
-869831959 -853547599 469121642
83336393 123435848 935532118
899686179 917036834 -520989179
-608771205 -606099348 -995930616
-674067445 -656913461 -256868690
-265815200 68843688 935565659
50934428 99957475 925234794
450229765 452646848 999999996
-614171987 -486133431 -999937312
-789387035 -789228225 -206791345
87424891 308335126 999965029
-966486599 -864497406 -955065169
410498690 454055492 999999927
-958007534 -943835250 -225643398
-443157168 -377803737 -152148206
-322521894 -321526338 753670447
-509678600 -149594309 915639268
573769464 577180517 -999169072
-745017616 -716656156 -238144390
277324666 332607462 967086414
-608771205 -606099348 -996008520
-703899346 -508988867 214238493
561850365 659781168 -996717516
690029385 694842800 -944779688
-176519489 -113489288 934439184
103081156 198516781 -999988766
208727885 306706730 -999996267
-479571054 -128798752 940384016
453898969 459943317 999999984
-87695971 -25631708 999499891
732581148 743221911 997059748
575551107 595924128 -996726980
478159341 513513002 -992294453
103081156 156457263 -999992930
-385510787 45640722 -571139434
81470294 171504738 538640429
732581148 755559184 968663051
-109058190 -72670948 -999983711
-994158611 -937530149 307413988
-217987951 -92386296 997875649
-312137324 -106017549 925139306
534473839 583778001 -996784789
124093475 216493726 935504334
620083495 644578532 -998734250
-991480082 -987162500 288727215
-5117954 47370755 -999984688
-913328596 -844035022 348786585
277324666 294032135 967321492
603254963 623367076 -996888684
-203455842 -120211699 -999993433
385182252 387074966 999999914
834322117 845673768 -453690020
899686179 900361126 -519172854
-49365420 -36854382 998099723
-838768061 -833260620 87843084
-262644964 56898332 -999986414
-966486599 -879429620 -734866503
992408041 993701695 999981637
33563119 232343296 -999984384
-87695971 220224947 998688465
-474277726 16637118 997709785
903376241 919741145 -636513328
-494929590 -465003498 913065783
-509678600 -473772811 908954860
453898969 459943317 999999987
83336393 123435848 935539487
-479571054 -264112022 975895411
961559077 962788821 -448862556
-665411504 -664702092 -668443314
-471227052 -465003498 316233097
641671564 659781168 -996714570
561850365 583778001 -996736265
585695875 594685219 -999854869
786709644 820484232 -952198510
850781231 921270750 995724234
391756110 419744346 999999918
-576903413 -264112022 994947532
-82871475 -72670948 -999984148
146455832 160201920 -848066211
-403968819 -280489685 798850995
40382017 294569374 935511725
442388040 461239365 -949682998
-443157168 -376201028 -388957646
-295059361 -280489685 850781962
-793672810 -748143127 978991186
-164226135 -86338772 998120854
704379637 709237621 421580391
-439645785 -405562786 -999998712
-749334164 -716656156 965394450
8107804 46534479 -999984407
544372925 555355639 -996922138
30270639 103841457 462218653
155591617 269535845 -999984492
-789387035 -748498028 583711421
-999087333 -995567554 70007169
-798869955 -797862875 820197921
-312137324 -78698296 924661280
-842013425 -828706005 731732020
208727885 233403174 -999995595
273906809 337471924 966892154
-272966249 45640722 -999983245
-203807926 -126445113 997965090
977420545 989146876 -862562082
936646133 962788821 997024184
-940201044 -873301693 781743340
508635032 513743997 -600503081
343458981 380180402 981159863
196919226 220224947 999208027
124093475 294569374 935504589
-785885202 -752002166 824445757
557585304 623367076 -997832161
505908503 513513002 -996032064
885154921 887912689 -670414053
-239600932 -86338772 998143124
-648976588 -645801077 -995762236
-797493931 -794335567 -995454720
-49365420 -36854382 998099734
532661895 622326991 -999238517
-318506972 -303799795 -999978203
811156672 893452966 -995984389
-913328596 -886950244 346641849
804160225 893144422 994876130
-752270213 -748143127 983282600
-635202654 -519180162 -999138911
-439645785 -423949414 -999998974
-449575761 -377803737 386014302
-645408427 -642567895 -118212660
343458981 351199436 993667509
532661895 595527160 -997804179
437940318 447600364 999999984
463064394 466651572 -977677439
585695875 644578532 -999519847
807088335 811032494 -939127594
603254963 662641631 -996742596
-564503101 -564431153 -139869709
-785885202 -752002166 609820489
738253934 740200770 890650561
-372064813 107272798 935493359
-403968819 -220202870 680863045
-251982975 28216475 935498527
59357732 69552885 -991415140
-441873706 -405897280 897824121
573769464 622326991 -999223733
834322117 872962695 -575122085
-998312057 -995567554 199678090
-784281988 -780551174 829112330
596863795 681855088 -996712886
-935152969 -933572691 459357771
700930514 730701690 -896323046
81470294 160201920 538254727
-203807926 -92386296 998091319
-642061986 -592184691 -996281072
146455832 155953001 -629436620
-648976588 -525509839 -995860416
450229765 452646848 999999987
87424891 146890406 999720637
-203455842 -46994974 -999993837
177805229 233463381 -999994640
-252406223 106458151 687995752
-395707760 -353081224 935187515
-471227052 -386501753 7743847
938732955 969611242 998958851
531985422 556495276 -997570296
-22594537 156457263 -999999202
-126011373 10775630 930248616
728479675 730701690 416300689
-15431599 107272798 935501049
-586031342 -376201028 -443342999
-750933455 -731548579 998453637
33563119 46534479 -999984406
-64466524 -15332665 -999986552
-958007534 -899228597 123678432
641671564 681855088 -996714387
-821273946 -790219022 879623445
301094605 351199436 999997898
714911364 740200770 893802258
-489183798 -303799795 -999975934
544372925 555355639 -996887338
-500823327 -492050086 917203057
269551280 294032135 967648300
327399960 337471924 966986986
995869383 996258662 999997246
442388040 466651572 -953585058
591662177 694842800 -999967573
312690410 387074966 999999880
-838768061 -833260620 -816206564
227568751 233463381 -999994796
-76231819 1921569 998099601
-568533709 -528957859 -268883073
974679966 989146876 -775433254
-635812681 -633035902 -566314262
-295059361 -249699807 878494721
71611760 216493726 935501879
714911364 738494505 847033453
-994158611 -987162500 20446861
420060003 484718896 999999998
30270639 155953001 -447318967
-22594537 -15332665 -999989535
-642061986 -627857934 -998949220
-262644964 22872982 -999985628
-334319902 -78698296 689107536
-632025960 -586280336 -995878153
992408041 996258662 999995564
-247337447 22872982 -999985080
70720812 155388990 935520089
410498690 449864859 999999930
-252406223 266295765 685327051
850781231 930056766 995775820
826084742 917036834 995716978
-272966249 6034690 -999983262
-998312057 -867325040 472949382
70720812 96707278 935521223
468037949 484718896 -176191739
-750933455 -750912748 995291037
-797493931 -789228225 -997344413
273906809 354537891 964169651
395785819 454055492 999999944
-884678225 -873301693 776193761
125330233 128188802 -999984524
-372064813 -353081224 935424377
-350238352 -349593086 -999986571
-688377353 -681877206 -886509468
-745017616 -713893954 -381263039
738253934 755559184 863824027
-620305895 -586280336 -996833563
390640361 461239365 -948179881
531985422 558933825 -996999515
807088335 811032494 -931542594
-818755272 -806260438 -992907928
-109058190 6034690 -999983697
-674067445 -664702092 -467067007
-950201435 -933572691 456527795
-59850292 -25631708 999584890
575551107 679004414 -996729132
-493449115 -479689866 -449547112
-236914098 2666341 935503850
903376241 919741145 -570419575
269551280 306706730 960652209
-950201435 -937530149 433064938
-176519489 -113489288 934832622
-333789555 -220202870 681602158
-251982975 113264507 935506101
-441873706 -405897280 597992782
938732955 993701695 999960277
-10841278 3686 997765824
