468 468
311903216 329978995 558285245
-723256237 -723235217 891095385
-495147247 -476695862 447820193
-661768539 -649745755 973008783
-733531766 -694445302 947030631
857072033 939595831 -126006394
-988285032 -937511991 -399632332
740538713 804475388 -119902166
952553953 957041554 -705111649
-828254313 -823489016 791662692
758779530 788483844 -981944568
714017958 806095122 -996562187
-818653728 -816605882 -877813479
-103659474 59609646 968557362
-162232452 -71790868 964596481
-288235782 -232438663 958040145
265480857 273090843 999958420
328790167 329978995 510291401
59673418 106357678 969882218
-709008680 -694445302 947084169
-101780833 -68890175 999988615
-470681080 -265856145 954949018
-463915853 -74204718 999838436
-642242003 -509223019 948277572
857268615 915290514 -998667733
-793868456 -792719007 885850082
-134481942 18890181 989758779
-937782389 -869229018 -393930558
-162919013 -3432113 989668418
758832044 760567155 -980772824
-626534863 -605907716 947302328
-688871114 -660316613 947233326
-197205261 -74204718 999379705
-45288402 -39688475 988837644
286964753 291580645 490515337
-521224306 -520281505 447901562
-828254313 -797145709 856567660
171768189 175555655 18164435
860990419 939395663 -997628900
293373338 293573911 -447693852
-985367625 -967172807 -543683721
-602298619 -405942043 447901598
849247758 907863300 -124844196
945298654 958979203 -997405867
338777051 423771425 414877746
-764750225 -720910627 947686200
158224035 176450269 997625700
-720504212 -605907716 947236303
-561108990 -531786724 947234602
459405865 505547521 319482430
541537171 576802430 555179629
-267255223 -240010246 950962101
-104064494 78080022 989756554
137465573 171662504 997738922
-274361419 -258304422 991960538
294931950 306202354 663334288
-308444157 -171071287 950656507
619234952 633783293 -973332371
439617767 454738797 223935460
293373338 386136396 -454001730
-52613076 47514102 969881715
-300919906 -109621229 968655532
2343120 59609646 967311067
634531787 636714332 561146499
-266596497 -203618150 950654191
-973333431 -961536595 -487659677
-360183738 -230601488 950401183
-272466211 -232438663 958076942
406280098 434990916 455949287
75810025 87284044 999999648
744675435 907863300 -124840938
857268615 958983938 -998642960
-386404052 -92970780 968542917
-930833804 -868612297 -280440784
92188003 160437378 997984482
439617767 487486196 -651165366
-490515904 -241291789 140936593
221987774 266408566 333598159
645251382 670098153 -955912935
714017958 752141572 -996528381
-199470777 -174079469 950960064
-945933516 -866874610 -500932717
-101780833 -86315648 999970484
-969607227 -916929012 -277296820
785370099 843925497 -979986965
98277214 105308193 978350879
98277214 98581961 978591249
-220488365 -132698153 683654814
941670797 958979203 -997631475
-493631428 -477722196 446647032
