1000 1000
-996045677 -996037659 -467295304
-999350567 -996037659 -194440010
-997341433 -990212261 -34810416
-999350567 -990212261 30267827
-988369089 -987289373 -974086974
-996045677 -987289373 -971589672
-985790619 -984521839 -999935981
-988369089 -984521839 -999877863
-997341433 -978530818 -78833238
-982502365 -978530818 -2697788
-982502365 -974829952 299297073
-976435485 -974829952 415680279
-973047621 -970184318 342246100
-976435485 -970184318 919796100
-968475974 -963034210 554296040
-966568106 -963034210 860628582
-968475974 -957091679 -907404217
-961768724 -957091679 -46441099
-955221668 -954493610 184082203
-955221668 -954493610 198056774
-960649846 -953394163 -999994715
-985790619 -953394163 -999993587
-943470470 -940357254 -999996647
-955540056 -940357254 -999996343
-960649846 -938703164 -999996852
-946884315 -938703164 -999996822
-936681534 -931287971 -999996683
-939057290 -931287971 -999996682
-946884315 -930018469 -999996800
-943470470 -930018469 -999996685
-931426556 -929635066 27268087
-961768724 -929635066 113606227
-939057290 -925446693 -999996680
-942388194 -925446693 -999996679
-938856165 -923566187 203320306
-938856165 -923566187 527556236
-973047621 -919657943 -967734126
-931426556 -919657943 -717204754
-926504727 -916451518 -999996682
-926504727 -916451518 -999996681
-942388194 -912766768 -999996662
-955540056 -912766768 -999995293
-914311535 -908941326 -999996843
-919964887 -908941326 -999996808
-919964887 -906982392 -999996874
-907671099 -906982392 -999996873
-936681534 -905888167 -999996684
-912398228 -905888167 -999996683
-905989919 -903305192 -999996668
-918430234 -903305192 -999996663
-912398228 -901548993 -999996682
-918131477 -901548993 -999996680
-923140181 -901453379 -999997041
-907671099 -901453379 -999996872
-905989919 -898164757 -999996669
-966568106 -898164757 881980391
-924299598 -897949501 -999996675
-918430234 -897949501 -999996673
-933068710 -893806736 889853835
-896088320 -893806736 905250186
-894055457 -893593193 -283325248
-896088320 -893593193 932943334
-914311535 -891670477 -999996871
-918131477 -891670477 -999996679
-923140181 -886253235 -999997972
-905460258 -886253235 -999996678
-924299598 -878159064 -999996676
-894055457 -878159064 -572214030
-887722606 -876517860 267048214
-887722606 -876517860 731449611
-871233155 -867933537 768225407
-871233155 -867933537 919789166
-886252325 -867928907 194188553
-933068710 -867928907 945594584
-886252325 -863631280 73800261
-874148663 -863631280 948256865
-905460258 -861580716 -999996677
-870131476 -861580716 -690722213
-870131476 -849224930 52772199
-849814830 -849224930 303459187
-849079640 -847608562 996171417
-851149268 -847608562 998938126
-843540839 -841900536 992170910
-849079640 -841900536 992306114
-855584102 -839472493 986582462
-851149268 -839472493 990971148
-836256915 -834987075 989245747
-843540839 -834987075 991380689
-855584102 -829406595 985412727
-838958857 -829406595 986920692
-848451897 -826077763 996082068
-830209760 -826077763 996394255
-874148663 -819417837 982817824
-825246602 -819417837 984487715
-836256915 -812889839 988807085
-848451897 -812889839 995444716
-820017660 -795428869 995679122
-820017660 -795428869 995895617
-810152355 -794951508 996019781
-810152355 -794951508 996366281
-825246602 -794138857 984709891
-800892594 -794138857 984727305
-793738973 -788908270 987192433
-789533651 -788908270 987233129
-827794573 -775919858 986812780
-793738973 -775919858 986887105
-789533651 -773198255 987246384
-778054410 -773198255 987278831
-791156163 -772665857 985423874
-791156163 -772665857 985928526
-783716390 -769388598 985085214
-783716390 -769388598 985399646
-762480081 -761999939 984808311
-827794573 -761999939 984880911
-757534771 -746481590 869603722
-748884753 -746481590 872759036
-767893683 -746409848 902015962
-767893683 -746409848 973831943
-778054410 -745401007 987289961
-838958857 -745401007 987324354
-762250049 -739518503 984770605
-762480081 -739518503 984796834
-754634512 -737154447 -357873161
-849814830 -737154447 841350997
-745211511 -735634855 876999014
-757534771 -735634855 877034276
-739683771 -733026434 858528213
-740854054 -733026434 858572767
-754634512 -727097917 -826402719
-749537606 -727097917 857019966
-729883624 -721085235 866337840
-748884753 -721085235 876265510
-726307225 -719557296 -196579501
-740854054 -719557296 857034106
-745211511 -717437976 876456642
-800892594 -717437976 984731008
-723954440 -717326755 -664268799
-726307225 -717326755 -547026978
-732742417 -717126946 876390489
-762250049 -717126946 984756541
-717543251 -709660741 -673563511
-722359191 -709660741 857124708
-729883624 -706281489 862492410
-732742417 -706281489 876369891
-722359191 -704478697 857230319
-725509178 -704478697 857412960
-713584720 -701694749 -924784441
-723954440 -701694749 -897441684
-711776312 -700904146 942330786
-711776312 -700904146 987523589
-710899146 -697225411 857509503
-710899146 -697225411 857513753
-695278510 -695260678 -979151950
-696565313 -695260678 -976842804
-713584720 -679781881 -957515716
-685990702 -679781881 -868589297
-725509178 -678582941 857508135
-739683771 -678582941 857521769
-680163273 -662169617 939484590
-668892282 -662169617 968873727
-695278510 -662126882 -982066230
-673239524 -662126882 -974531940
-661117619 -660491965 858557620
-749537606 -660491965 858586103
-673239524 -654764355 -967743012
-696543735 -654764355 -965546650
-682272786 -654093869 999280523
-665809252 -654093869 999490049
-696543735 -652822898 -963938779
-685990702 -652822898 -745949458
-691366261 -651580119 858311661
-661117619 -651580119 858325006
-649848188 -649728073 591413235
-691366261 -649728073 858280836
-649116878 -646831425 858296465
-657974045 -646831425 858297695
-717543251 -645046623 -704181214
-649848188 -645046623 421718936
-684638482 -643229366 858298277
-684638482 -643229366 858302704
-664474090 -642561371 858288966
-663983048 -642561371 858290620
-664474090 -641398220 858292537
-657974045 -641398220 858296111
-639110225 -637728978 997865054
-639110225 -637728978 998569561
-638320080 -637691304 997036010
-639069394 -637691304 997056579
-636153460 -632569966 997004792
-636558179 -632569966 997004793
-668892282 -624666547 975405360
-830209760 -624666547 996536897
-623368103 -623324410 997019444
-636558179 -623324410 997142305
-696565313 -623258768 -983067207
-663983048 -623258768 858291988
-641985004 -621629597 -985345876
-649116878 -621629597 858296268
-680163273 -619541738 859947385
-641718327 -619541738 996869841
-638320080 -617996740 997004786
-636153460 -617996740 997004788
-639069394 -617595531 997286286
-682272786 -617595531 997417684
-619285007 -614448216 996978350
-626000681 -614448216 996979821
-619285007 -613827555 996964321
-614043321 -613827555 996965395
-623368103 -593768943 997018246
-609057172 -593768943 997939656
-665809252 -593181237 999677946
-602441480 -593181237 999737716
-626000681 -591539404 996953461
-614043321 -591539404 996983124
-641718327 -589796823 996999394
-609057172 -589796823 998627004
-584971311 -580889228 -995933982
-641985004 -580889228 -989796982
-584971311 -577836725 -996818526
-596247086 -577836725 999739939
-582949914 -576995726 999755885
-582949914 -576995726 999758696
-555813301 -552683303 999755805
-574860957 -552683303 999755817
-559298435 -544023944 999756551
-559352649 -544023944 999756768
-553322593 -536251400 -849961874
-575338828 -536251400 -817217888
-596247086 -531157594 999753060
-574860957 -531157594 999753878
-553322593 -530862483 -878601574
-532922351 -530862483 352604353
-602441480 -530055470 999820637
-578531020 -530055470 999855935
-528234974 -523792573 -915167230
-575338828 -523792573 -899034128
-597583963 -514931809 999759977
-597583963 -514931809 999812946
-519690719 -514318498 997068849
-564264827 -514318498 999754084
-528892135 -512213964 999756102
-559352649 -512213964 999756317
-526491959 -507385298 -142487554
-526491959 -507385298 665963568
-527957135 -505059662 999932538
-526529675 -505059662 999955369
-504669522 -501973528 999756335
-559298435 -501973528 999756461
-503560312 -500327073 985513085
-519690719 -500327073 987711504
-512813801 -497732090 999982505
-512813801 -497732090 999982690
-506954520 -490573965 999976205
-526529675 -490573965 999981898
-495071961 -490472728 999983960
-495071961 -490472728 999986666
-503560312 -486037173 966615445
-526157474 -486037173 999754503
-511047297 -484137427 999982032
-511047297 -484137427 999982430
-487385761 -483041069 965796662
-526157474 -483041069 999754793
-528892135 -483024868 999755800
-504669522 -483024868 999756009
-555813301 -476004126 999755789
-482643802 -476004126 999786531
-518619737 -475537667 999863918
-518619737 -475537667 999870978
-482643802 -471701518 999848478
-481415755 -471701518 999916440
-506954520 -470476505 999956034
-489823377 -470476505 999971422
-474795448 -470467396 999986573
-477368511 -470467396 999986663
-564264827 -464093399 999755786
-481415755 -464093399 999918521
-489823377 -461197854 999978140
-477368511 -461197854 999984360
-532922351 -460004936 962544870
-487385761 -460004936 964327329
-474795448 -455565026 999984972
-578531020 -455565026 999986976
-465627196 -448888857 -965962450
-528234974 -448888857 -956027394
-454655712 -443569762 -221006351
-527957135 -443569762 999929609
-454655712 -443239478 -238381262
-453633024 -443239478 -231062706
-453633024 -439216078 -224385930
-472884896 -439216078 999984822
-437751532 -433903928 -979642875
-465627196 -433903928 -976599798
-434276471 -429554495 -993572249
-439491117 -429554495 -991232914
-430367914 -415355516 -982599198
-427352782 -415355516 -982589838
-414881539 -413148613 -984154090
-416010750 -413148613 -984079006
-427352782 -407726326 -982480152
-436106827 -407726326 -982402940
-425949695 -406532306 -984803967
-425361698 -406532306 -984499326
-419547098 -406378090 -997694035
-419547098 -406378090 -997687586
-430367914 -401090858 -983624853
-434459272 -401090858 -982386853
-416010750 -394809059 -984065000
-436106827 -394809059 -983791647
-400481195 -390206020 -997015350
-434276471 -390206020 -996937775
-425361698 -376229607 -984211479
-414881539 -376229607 -984194817
-427691207 -375700466 -981845264
-434459272 -375700466 -981116139
-399121889 -371477037 -983619882
-399121889 -371477037 -983106909
-383590051 -364531351 -999761457
-383216609 -364531351 -999707781
-439491117 -362477795 -985139192
-425949695 -362477795 -985085190
-383216609 -359934391 -999616501
-366354148 -359934391 -999492640
-383590051 -357416959 -999180984
-429602541 -357416959 -997806380
-429372483 -353027669 -986634628
-391783809 -353027669 -984060289
-400481195 -349865146 -997051291
-429372483 -349865146 -987215631
-346892545 -344404725 999995116
-405435861 -344404725 999996391
-341695499 -341159678 999995526
-341695499 -341159678 999996323
-427691207 -340548325 -982343397
-437751532 -340548325 -980858748
-360768654 -338336336 999993714
-346892545 -338336336 999995100
-429602541 -337891530 -997150837
-384959729 -337891530 -984058418
-384959729 -332394844 -984044645
-335386812 -332394844 -984022154
-335386812 -330303013 -983970682
-391783809 -330303013 -983970117
-332716302 -323190573 999998001
-352274003 -323190573 999998028
-328087210 -317014979 999986152
-328087210 -317014979 999991759
-405435861 -315760849 999997946
-332716302 -315760849 999997994
-318826005 -313979742 999998099
-318826005 -313979742 999998209
-330040235 -313862846 -999808625
-366354148 -313862846 -999230098
-371734522 -310183779 999997776
-352274003 -310183779 999998656
-472884896 -309570864 999984971
-360768654 -309570864 999985481
-371734522 -306680063 999996442
-316756851 -306680063 999999612
-316756851 -302772625 999999704
-303235062 -302772625 999999798
-302717722 -302314721 -999938203
-330040235 -302314721 -999835655
-303235062 -298648652 999999939
-299871704 -298648652 999999944
-302280020 -295906075 -999954128
-302717722 -295906075 -999947154
-299871704 -293232566 999999980
-294667939 -293232566 999999988
-288995944 -286912328 -999999015
-287582286 -286912328 -999998317
-290901305 -283349029 -999963825
-302280020 -283349029 -999958630
-288995944 -273204947 -999996594
-290901305 -273204947 -999973969
-280801224 -272803194 -999999738
-287582286 -272803194 -999997844
-280801224 -262062669 -999999896
-266634068 -262062669 -957486124
-264204148 -258368519 -607440262
-269126544 -258368519 -531949219
-266634068 -257654430 -778410658
-269126544 -257654430 -705486783
-257025915 -256211410 -705646789
-264204148 -256211410 -656142688
-254561685 -254561321 -988818479
-257025915 -254561321 -987479166
-251133398 -247794931 -997308697
-250893384 -247794931 -997275257
-251133398 -247076139 -996943969
-254561685 -247076139 -988839212
-246310528 -241111771 -572767310
-246310528 -241111771 373159416
-244678098 -240710168 -997178359
-244015413 -240710168 -997143805
-244015413 -239630135 -997142682
-239664954 -239630135 -997116345
-239664954 -239495964 -997044297
-250893384 -239495964 -997042787
-232578314 -226865194 -998779146
-232578314 -226865194 -998354703
-235662222 -218882353 -998042165
-244678098 -218882353 -997474962
-221225920 -218131571 -999943758
-232876863 -218131571 -999832682
-233651895 -213782436 136999281
-233651895 -213782436 147552231
-232876863 -213461013 -999201985
-235662222 -213461013 -998998526
-211296983 -195826904 -999995664
-199359650 -195826904 -999995132
-193124532 -192553080 -1926798
-294667939 -192553080 999999999
-191642235 -189035964 -999993146
