1000 1000
601532741 658550303 999484508
10896600 65824280 -103985409
17023205 51226804 -999291290
339526397 345305602 999996754
-940258428 -856657979 -92002734
921578263 964332932 999830327
666745989 680082355 -993877827
-235753717 -223304835 -998297251
428530121 435012726 -993963132
-923610085 -912585149 -953765752
-235775598 -233265661 -989593253
-228122695 -206938668 -999225733
723942879 796059071 799846675
564789249 623003974 999454910
755373714 793145726 -999843550
-682922123 -662871535 999509234
-451601909 -422764279 999667948
-420731564 -385449170 999671722
144534683 220509596 -390249017
-898924926 -856657979 -91858573
755373714 765808235 -999364237
-705602788 -696929550 999174874
919453758 932513773 999889581
919453758 959449040 999889885
-256810055 -154788004 933567474
-923610085 -897582038 -938122504
144534683 197039471 -288002355
-55661113 -40344621 646789195
156979805 164317175 -999999996
-252240993 -243536971 877854404
-856539897 -821569866 -999996605
130634054 132721191 -999945948
-585056478 -576804518 999833903
-583522625 -557209506 999976183
-431548934 -395965479 999667939
633111277 645412325 -978219686
-54861596 -34670942 -994002282
800089041 810475434 925328046
133309419 134466795 389635032
417178262 428231755 -983109721
-977524901 -976422630 692311013
-780070415 -722181552 961361089
-177505795 -160375859 -998934713
-135122659 -130960711 978157840
-382812963 -353922633 999671278
161368850 164778076 -999999608
-512053391 -455537451 999667524
17014967 23515879 -25926639
-804202016 -780445640 -136299824
-339632997 -321859960 -907557122
737100341 760518971 256098005
-705602788 -675798876 999110929
638697083 641085958 -753693226
-486065309 -462964560 999667441
843477566 862191245 -236322363
10896600 56999954 217582414
880053603 883969304 999936858
91834724 102886215 -999882649
394350621 402566410 999965544
92304285 99495886 -999862729
-525522898 -510122550 999818635
628184222 652703553 -965853236
-517437877 -507258810 999667123
143999496 146947960 -538414769
976709327 987181058 999945808
482023011 497942141 987888523
-715143947 -661488451 999086891
-682922123 -662871535 999538159
-438748966 -352181434 999667928
-521033463 -499604302 999667437
-177505795 -160375859 -998632565
-133835435 -127020614 -65961868
168758437 172474001 -725371776
-941394623 -928015398 -100252192
821909809 826693317 -739534257
74130875 75370643 -999994491
818841028 819603600 -353869314
-515524918 -428042896 999982912
232973139 240140794 -999999968
899345861 918448162 999897030
-757877930 -646041924 -996790700
-947023099 -926939496 -121147683
297189964 298827566 930689590
-977524901 -963964301 760070663
373706613 384271400 999997972
-587142413 -497445125 999667111
422953508 428231755 -982201380
996841336 996950273 999949535
-160183091 -130960711 964512140
826770662 831610879 653670235
494640586 514980825 203690156
227101591 231985410 977837246
-558606646 -533957128 999830437
697535585 741569492 335915058
937307328 939347163 999896072
-845863072 -845078433 -99601749
-814549023 -761109139 797195133
-339706005 -321859960 999668932
-387881805 -352181434 999668233
3627562 9838183 619534200
394083599 413460191 999968726
-247804839 -239749327 -263343690
818841028 824738911 -342545546
-715338407 -700614227 980684057
609481749 647197609 999997873
-523100781 -509341905 999668477
-711627573 -704284395 -929570134
-470062216 -464621606 999668192
-452935864 -380679104 999667669
232195584 267175768 979767276
-63680137 -56090661 -998205295
758842677 768068770 -315562259
680109958 687869034 -152566667
-308799916 -304532906 -343452052
-18972908 -14564959 -852238415
988288162 996950273 999917873
250367134 348967998 690908210
484331802 500251626 965431144
226370828 228456715 972179587
513144624 522677575 998851747
-910086900 -886108894 260328328
3627562 65824280 -678646680
-932000568 -918169795 -96382482
133309419 186611130 983088089
-931415985 -925575735 142071103
-525522898 -495777187 999822633
-526129637 -455412342 999937499
505261388 521134652 967642829
