259 317
-881897681 646534642 -859513950
-819247223 515725751 -824837501
-991355122 677820059 749906642
-670168149 544872150 431952930
-957502571 775086601 -594205037
-581882432 855130203 -989812433
-948488824 666320506 519260080
-892281210 887660676 -361091684
-866188362 951601068 -788808272
-837294690 603535423 -15387659
-613083283 711372466 -145143494
-719817498 970524042 -23444460
-586524603 972503202 756597715
-897648758 607622626 -866711465
-549101951 967083157 679213976
-591077418 650151569 -315760264
-642500999 524566021 311243809
-624766783 652021453 213544090
-559110611 605328327 -727007318
-893270691 975433103 -556044254
-755238655 644525514 427018111
-654931159 562867914 -464090515
-769245707 980588288 850568836
-573405258 845212834 -469211760
-652798416 707333569 325788919
-870234814 586457588 -521864141
-570733344 646229313 -127300357
-859531949 950926205 -885431706
-947670362 509942401 250336930
-596127077 517493541 -970673975
-647691585 632748761 88233983
-804134354 910288188 -164181278
-611890357 872143717 474796697
-764835452 973097581 617702241
-582248620 995121564 328517152
-514206607 502543592 -312224726
-765077255 679688462 -170792859
-662139192 616369062 542212763
-768541844 543216161 276493117
-981327304 996040270 854605943
-981687155 731057851 524035003
-673264516 588199472 -614710589
-554208384 764889534 116316035
-722243097 522871759 -919879839
-603702174 780069137 518729831
-683786792 646707115 728435429
-598731233 601192056 -903612826
-982135133 671727890 -882024461
-835419623 853692284 -850214914
-974269946 806892141 471869579
-606444425 982477645 658501185
-567674184 939672148 571658268
-668124633 795037781 -876606037
-559730712 923190487 584178359
-851015440 818704483 -290062548
-997969295 711910977 -943883332
-888667988 540968179 -789234765
-596993566 916687189 988166069
-755763827 853482985 -528749713
-638449186 719063096 -417488772
-668633788 811944302 -977123459
-551983341 538756463 581004769
-724469350 800906484 -119122794
-749831793 949125273 -399561239
-605469150 533069486 -26435534
-921658150 984382336 112179718
-511946888 971453422 483459102
-543786212 743331303 211046649
-969917893 646794109 190931245
-573513856 661276617 601529981
-911327922 849172852 418217596
-917759179 974879739 -375144064
-562924553 792742890 405584936
-970402909 850409324 896351574
-730442721 807133106 691878617
-929526445 690125471 -911984847
-916305648 504755018 104884967
-591732105 733998753 922706826
-891742272 625590908 -194156128
-690196891 831146751 972111997
-815762239 637716014 -960670537
-622454338 973291386 -499193205
-616205453 681093712 -243530480
-580803371 775498867 932585925
-884705441 759192377 -651376979
-969410240 993217086 423466490
-742193128 768157762 119382414
-513913852 543819748 -551091317
-809765694 768840257 951270114
-660610284 898317012 -677907459
-988482836 642975874 816148570
-526242829 751124936 505084871
-893358638 894651348 147285625
-974456493 926949515 620572409
-867341925 985998864 791218933
-761523677 970237435 348986313
-682052610 857602546 186077861
-965683888 805105251 853947759
-667590227 556220225 190132678
-859745263 679797370 -541244028
-749375593 615817300 -319285536
-976081100 619396546 163230466
-989100160 571559720 671253526
-704693944 611104943 -552199070
-639435923 710860104 -14522563
-585269169 630627595 -381117763
-795054515 611048499 12535142
-522349374 686895160 42932596
-559623163 848206854 103858471
-704544765 790549759 -217250569
-791780356 531171246 -541662960
-508044480 894265219 -975047505
-563095420 961452868 354593207
-580146788 929635141 -24608745
-916565122 694892116 425772471
-964323881 958659076 856290134
-844084444 524078640 -919649605
-678482080 959578874 -772243811
-925498401 642254125 416478174
