827 748
245063228 635858299 -293493051
-556140831 -435728993 127535586
275845898 491968787 144017467
-538763685 558343331 -64280532
46646450 826390624 -483724888
-671206779 -27597717 -415105861
516128656 776450307 -967315426
-859892908 -318214838 529802816
602692552 699862917 618658173
-363655350 955374257 524050229
-761223652 -732505989 133374308
688453487 890182055 -497342084
84579507 120078307 460035357
260417243 309893008 762237561
-766579196 -376562922 858950149
379298269 956006080 817470313
-447035206 -182511531 797021274
30955266 674606195 -785421352
634102945 928776576 300503346
-369207020 -215235405 625656312
-429318583 -408539254 260160685
-775458921 -2741122 -728151438
-488397854 -125389286 -785416405
758320443 981137436 -804575693
-549441420 -421991382 532474309
-878650367 -857957202 791015051
68352120 599400707 395250953
-903896222 -508198360 729753276
153591431 307541431 609378265
-817402173 -761720830 -650631056
-198517889 -43291188 476256656
30579792 353117082 211010651
-900522192 -372342623 -615629890
-248457918 -19681117 -380630983
353293743 494535595 -394587829
513238185 923377975 -332711004
583296542 779886415 252192415
-207208006 -36353542 -952640987
-446846820 -267601310 -887824751
-796064175 -158629856 -568606564
-45140120 -40514215 845701391
-397352465 -216345167 -343249167
-684973719 -68729144 -766251811
83494599 908985868 -11730853
-787560137 -710633340 92675306
82273832 729467449 503881755
-692481162 -555602576 951894661
-484551531 -128193379 822506005
131297753 464307063 330453424
41359655 667464418 -383280976
-197092464 -114977168 667739408
116878756 678469038 416493336
-957736181 -128406168 -529494319
234294853 769382098 -830314591
-42378599 569224051 -375578139
-193169865 781676177 -476457541
-878964276 -571522247 -832734627
-799031573 -284630498 29052520
334709380 650285389 -397158090
195620936 892784397 509842250
-751581449 -88061446 788553866
-133096289 323009220 -252887163
328034786 381194332 -396726066
-555939544 -274950455 -720822234
122540702 936856850 679056037
-974251231 -413962744 -773721546
707652934 983440288 874640795
36701755 77026535 -438799739
37466907 504690491 115518307
-502617736 -67703159 -230033333
-244142791 -14104764 877695306
-886707853 -58782960 192344852
580784914 816166948 -272646361
908205090 935529170 -332533690
861946315 956602488 690996527
-347119842 656809546 886338401
-828393413 553064662 -810473562
261691201 789041434 -277735168
809961921 921934422 950552419
207404983 689825901 -861036017
-981507999 -956549523 -217026426
-886678764 -553071983 264126047
651074121 690130647 843659784
436750012 935784831 -52826258
3082054 138304419 -153852100
644604922 694088291 -142628787
-488802079 -370213544 131960803
-156574068 -41907777 -536935469
-907573789 -823694813 -393885407
193026360 380543923 539543140
-488913461 -302207792 -173618829
-199122733 -183469457 121973905
336670934 885472396 -76091963
-273114755 -144803574 177495075
600499693 711511947 608890985
388322082 420132510 -630197399
132267858 656142258 286069600
453629510 519567418 -98254225
-725158482 -283013832 840086367
26259307 654208847 -19441747
521801001 553943338 481154652
371884956 665739564 817605841
221883127 965438231 -92472494
354132411 914465160 722678140
329144574 796785887 49647788
-972792525 -561708322 330999814
-510676349 -449670756 855761737
-885637250 -146686627 -569069709
-844669627 -540479584 830441068
-888020217 -205985916 377986386
644696810 901500276 735962235
-848549293 -769509199 791647567
484214064 494548330 -151525
-979949833 -287621245 -813407993
-281855992 -163052057 -467207984
-720118661 -77853434 27572733
-672247375 -316019726 -110965009
4177406 863003249 -472173959
-309716529 -253709867 -602256071
-80078016 565386497 681474219
-883063905 635084662 -754257207
-975300652 -779843946 -904302324
91913912 257318823 -723775226
-934355130 -596670196 337448606
-843762452 -501559417 134744490
298096145 990455135 -924992236
709990903 931239470 848205355
103748885 649224200 357446055
-696245470 -386800751 -161223491
-743749768 -252589169 475815313
429908566 790077087 637847986
835239970 840528482 57653613
283233706 599085144 546673248
173867596 753986855 -777477975
14070585 226885440 -671515432
-619570673 -577477647 960588646
45727472 803755955 -828043004
56635064 509785872 501739405
-259438603 -36841122 90582854
-757415543 -161050165 -214821395
361600356 856081360 96554294
-378564888 -109939037 408301583
170209921 435849638 400547306
-424274821 -223292221 79115208
427569011 680482679 702065788
-423263885 -48358488 -178411009
113638804 182561129 404838003
589116852 938267243 593741495
159902896 718549254 -25016569
-504855239 -239646779 140289890
269258966 406845329 793482467
-897540381 -17214654 -402140044
-343053807 -116850845 -136092657
300403731 686207648 -356551602
116514355 242885422 -145292300
882013639 950179929 -580781848
-488701103 -304591049 685746427
-883216687 -440200805 427500498
-603589793 -157312761 -790067812
636416349 831902122 -606946684
-320843107 -81038031 -926782656
-847772875 -221309017 219884024
252852033 780503771 -416120
-607473296 -191038662 931634158
-946773255 -389295996 106600854
79594840 839836117 949238406
-671675780 -556048195 162418793
375581660 581791841 -347569303
727896330 974232118 294386044
-910170120 -166827234 684546615
251555571 974291171 809099162
208664698 836571037 -729706890
-838945529 -575413997 504208696
-116260849 -3956959 -3232592
-399135997 -159568633 -547050345
-385370382 -118764420 -674607076
-824500257 -491265074 -964316667
-187289533 -59493177 -982317042
-333779304 -97795573 -196832691
-328067780 -42520478 754905128
751369956 838346051 171178896
314077083 728953714 259538155
-256089703 852097804 525685803
-630050357 222653512 890866759
-858522233 -373129480 976972321
67611478 613224146 -779789421
601588253 735736336 -625190554
338111696 454991800 -4439039
-831738965 -153423937 -375859612
-970627498 -146330668 620677529
675908031 881263977 901920739
85040551 391535681 371546539
-599885968 -118357527 32242014
147034913 450224518 744311005
-91965583 408928915 282105004
379246649 726940397 193630502
-595626682 -513488321 112173633
-748451294 -41545934 -477918164
-956366938 -765596492 -313642846
-710380810 -400347684 650182867
-669643890 -215120098 -572886512
20368202 827724171 -816895818
-291373161 -148082137 -277451057
-559053083 -274921815 -718086206
-677045300 -214770056 872695664
598023331 791778731 386258607
294388169 416135446 -734286297
122552599 797741032 669040650
806040254 926257290 -81396896
25852647 911604914 -494385727
512823787 815097151 999429193
546810655 826560896 -964765883
120116306 645487820 331046419
593353020 623817282 -101601461
113740206 424354533 736466752
-921904047 -109656439 -512802678
-708177631 -627145174 -661177781
-178200927 443015994 -207744353
-642537277 -77602141 242525031
227812329 260339937 492699126
-157252088 -85084597 343119487
-642721208 -569724786 11958185
-999533721 -478232655 726142158
-294902421 -269691550 280580879
-590711545 -344330357 681087481
-21900003 819437416 -666985688
-958575080 -383655726 92582062
-519205480 -174699265 -351315614
840361762 970574739 451997320
-623978803 -492615566 -952669079
-333629227 -66713738 -22292699
-951199722 -364199486 956541118
-966243674 -23221392 708680267
-761648739 -14171785 885854745
-832396340 -231911911 554563579
260219471 305922336 -806432670
-357334139 -230049496 -294476065
676659967 866358400 -724932700
-632888432 -462934380 -93454702
-587012171 -437301851 -62001795
-677156694 -447137029 733713808
133942827 425796651 -48672809
-828797688 875142760 262410053
488474852 760727951 -983190322
-720426641 -372101710 253403710
-899158836 -77192581 -189277417
-880535963 -38978669 -850837899
-541411536 -58137137 -394923789
-743331475 -661473500 -852258856
-519685716 -271748303 313337409
