696 228
605547505 917933642 495243111
20665239 991786798 -132195609
119783775 512995786 859781146
-955777381 -75995056 -927043841
52681994 811283681 870888419
-818367337 -625481420 155105382
555809127 860428748 752484995
487576699 898749855 -318755621
222288472 882125071 54570733
732987301 949442144 -870308603
-804099654 -353291108 -860041436
-552630047 -256596835 -920552204
469150020 610094070 478135098
-979249469 -466641868 779894211
212077821 565182144 500268821
-545359738 -430088503 976922620
509362702 797471074 795734454
109735774 506042038 656831780
756613776 826807327 -68103115
-869322558 -348583288 -720686809
479663467 710616571 -834639490
105804806 703295998 316427178
557215881 611575061 532011704
-809401095 -579499226 522892110
108665444 735729227 -562197292
-816285474 -347130814 -488231077
535781407 864289443 -922895250
460006658 526256546 787631270
-811615065 -195952850 260023352
165100965 935780632 930059405
124484818 404444612 807966710
-439196054 -22507226 -100836559
-869791631 -546483252 493678312
-932155055 -134583617 -82430421
-754415308 -106705033 -222281484
-925085700 -787768106 -138976051
641271413 788750881 -962851153
-963116931 -946259430 559655102
-752548078 -160716724 402183199
703071050 953225882 -71090007
-23664346 -3607941 -848876370
72703605 261048891 -926418048
534162175 575911053 -514756098
572149407 624102855 -755230543
257665505 658071109 -204070478
427795954 808172402 651888984
118763558 124659535 745885667
-655956135 -156693564 164145560
-750263084 -349324895 -20111007
-553298028 -62466044 -67218494
60644658 502831018 -189733796
522431057 595897335 450908317
699492093 809118287 695714654
769857397 852071594 50244441
196756056 334556498 130535774
-509780652 -34171201 106520779
-546487474 -48053268 846764495
-792127036 -748986470 721687582
722312440 936827346 -113119345
-914443761 -51070637 -504767534
-869524933 -547980026 -651986930
-996479630 -132489331 -577442882
-945442288 -158860218 832096294
662313655 961024412 -369868534
130865104 263611302 -258061395
26898896 79154295 -369445308
-587360091 -428303890 868290813
346644626 762806849 -238118804
-944028872 -747676806 -449859092
320982838 971383849 -237298213
-995453640 692945062 952912707
-595849357 -155828619 -187025372
241134203 424995605 -440889044
155901161 493543471 602834024
445722017 553639857 360964522
-937882758 -495464237 -649875116
-932814090 -728902894 152253688
-683313909 -546672995 -521076978
-795092610 -727529925 704164909
-948125599 -669922670 72857823
-354277118 83344098 -756557604
822748525 875592197 -504976820
746324477 830362023 -935646572
802926140 827093781 216443515
243939692 609662939 588057770
80458140 121341850 -745846414
-533234328 -450018532 -822483627
-851801261 -779856608 -990736836
-827178196 -345295502 -837592441
288122662 965713772 -473110531
199088863 917553005 -736437734
-150791633 -42687875 -990570141
500149942 508243328 459904015
308845456 549442363 4122655
42848104 619774706 696837336
-993635286 -835779389 119137145
-285157634 -69947386 -904720134
749086863 954415907 577504805
-948618935 -424585407 -621203972
-560397324 -246164417 -899053479
-570515142 -330603313 -695429878
-299342633 -187098664 -634993369
-143008631 -89047660 962897608
-625629277 -527332383 -361749393
-846661423 -76676860 -812519827
37671130 988681961 -362520963
-986086834 -89798747 61591505
717068517 939921731 527052802
106209252 197142238 -997667580
168884870 664432585 -896072988
30593239 233113133 -311831281
462981881 792312154 761296185
27722991 915509907 -301981181
29182984 528089834 -132165627
1141351 81084669 -32137958
-956883681 -736105079 618525891
-447099943 -21512788 416818344
256905203 921241098 722961349
-237468538 -34696695 406011742
-246704015 429460158 539651601
-879957500 -60263375 60336581
512385 653633259 966298296
-765420306 -47206213 883962499
272254348 910396862 830719863
-801200004 -708307856 384867311
-129805404 -65663949 308081742
-326150501 -141899924 584306770
-943377025 -356245213 -122024977
35002658 164304237 -687102551
-597618555 -164825568 296147495
-663488101 -300475895 -539145424
12051916 128445052 61810376
187980050 522624246 342225981
240499721 876381756 -795162821
479940783 689857998 952831079
62554759 568124479 -205961655
-697000679 -574407129 -977786022
-23979487 317040949 787406700
355335884 381925807 -10266155
-800267248 -156519525 -227804344
178604483 359897853 -902275704
530392660 779714623 900367237
-917329102 -255122246 742225604
-543703677 -404626192 -517955830
298780596 834595291 -192555441
-513505147 -280619214 360087903
144544344 805504107 -966417456
-991982662 -337122421 -386126822
154391690 974188417 490783188
821505051 947447236 439760406
-407489309 -22428490 934669653
-669648040 -452533175 -583841847
-99679090 -14393203 -127814312
572920537 782277054 -193254263
115547617 624781687 507263735
524685461 803734683 402005359
516074470 747146206 -36807634
80049078 183798240 -753599630
-893254826 -338133460 444843913
-955316370 -784713981 43015239
-737904908 -645245484 -293169929
32053927 451028761 540525946
-488275763 -376548832 -148479777
-102892892 -93305199 908176948
-970204620 -762528701 534134288
-496208562 391407645 385734221
-711537311 -652477856 409056603
-179809678 -89754538 796546774
154780302 877770061 702987965
789247737 850867263 -664541942
-542406929 -462981112 913691992
-582488504 -253209335 -165629428
-824453603 -638856979 -561781518
735598500 968438665 -977687688
242575639 612680793 -345628359
40403682 435510001 406957167
-627720619 -612077862 750523810
136162929 971871266 746469461
595561988 626207394 898544750
507141203 684389541 -151330332
-864099099 985181140 866139207
381384647 867849305 965929205
-910083694 -732598634 -393652409
506962724 655161563 -797380391
218230286 749304323 754503702
-812265120 -729649985 145702800
87299028 948677381 17664240
77321012 789207582 -479076927
620307653 750828938 607056749
9379142 886528838 -710138596
-566573087 -270058945 -270870853
-904945268 -501839514 770611434
181840251 494505562 28313304
739427654 783611187 559109565
-511389086 563508294 929920960
689593620 749945570 910144401
601467543 711833053 -65359639
-805231071 -164378554 -367768776
-752858214 -647565540 -546507468
322656790 803145491 646337771
450265184 965941852 -970544153
243437627 569919171 -734035436
662170156 771404480 -221203301
-787810987 -414315883 585251404
-676848915 -17279138 746410048
-794792942 242256309 127853444
336563125 392896070 79623581
157195096 264038892 911303528
451842404 798643086 -172089514
289753337 407653431 -47718102
-900816125 -663443086 -865737318
78952855 789172772 821062201
477876116 866455221 8589004
-882014856 -587335010 -703225965
-783169506 -244221874 483291473
-489384595 -278869969 390244724
-959741207 -606152923 -949197190
-983138430 228846389 -226195934
-610445810 -101483938 -73031393
-947844341 -263610432 -306804953
370169697 383170607 920315296
93951881 823524168 -281819042
636777531 968756289 -521447487
68955411 869222859 -429814159
-781070562 -698731032 570282799
-239298993 -38621554 -612710723
-680298609 -677551055 -178135020
263386748 758100199 536381683
-849395054 -629083443 950778472
-199259297 -164430850 681919904
-671799328 -626830250 703342684
172750602 686483201 -250292893
-894561867 -85564060 -349912512
-634391769 -416338416 688154457
-156188982 -30967320 -907007077
192077625 365729393 527857529
499875614 968780737 793956392
108041584 719694155 -453695609
-977905279 -129577596 -911342256
706278935 911585645 -19892744
741307184 899426049 -112879811
-265286598 -186262867 -487323990
57938736 869132008 75749958
611735706 671723217 -266685732
21073169 940332028 980749239
43849580 684693758 983649026
-783922830 -234022209 -502005554
145229872 883150512 705254055
216973162 868364533 366508662
87386034 997282927 -866990163
595857142 719154255 613037952
30091066 186528357 -559341183
81297092 266100882 610623704
-376778843 -90544657 163054173
-876498977 -132034726 -677745031
-745057930 -214689860 -952167869
-313278439 -167351343 -557170723
224264448 438968146 -393456079
-846097283 -129448469 -778159755
-750979539 -653025830 438552816
693023506 820946014 -343673639
455462074 464158677 -762053975
176028843 205085336 425073923
198836730 349486160 42680121
-971852310 -728254022 -462202904
810884785 918619412 -802612910
-791701632 -257901011 -812045186
-842952077 -603548269 802949210
-827038180 -549328463 744882415
216771288 408911630 -688330681
283040993 589869743 -802073251
-670732994 -102864512 253251808
130935806 441403587 -788357801
451426477 806089301 -712280461
235203729 879423789 960134209
-556609306 -73827411 804531023
55285882 610593640 827325343
296534920 472513842 -825346711
-871812198 -244422566 94885476
566998640 988733097 -553756029
-575420489 -288985188 -945087708
597800955 928440281 -498997414
134328143 633259653 565257201
93022731 187662194 -163386989
-850411518 -737643896 -762843110
36358682 49738953 -649377080
-704307054 -17173411 477260911
253821156 875197926 980987663
-352656830 -225566949 -159537319
345303476 832799463 422222286
292910035 610599760 -397946735
-949046993 -620419792 232176117
-508807129 -345965570 308571173
366141545 536810841 44113643
154864672 708014193 689239301
378175052 856781131 -469388183
77197214 422975551 -602472801
291738018 297281224 578598121
641786817 995723498 552639903
40664901 178188019 -440578223
229846060 750602273 -361146982
176263761 184830366 798143924
122815981 380750788 -445960702
548221380 783962481 -876603484
-677986720 -261910114 -649976789
555826909 633752192 292666410
-908438313 -684724098 -443834295
167239231 461666927 976640199
552171671 715771077 4564430
-697640694 928238059 -948908681
-165575911 -160968292 -908098104
740534364 914609828 -7074191
-603641910 -269207984 -906518553
-848620997 -242273521 961414567
