476 476
275206759 279755499 978997525
-785136524 -736106169 -582143405
-465971115 -447808237 -700321314
-661461508 -644975204 -936051405
-754717980 -699822558 -130009571
908542151 913763966 -561068904
-996282220 -920059672 -527311845
784037771 785976321 118129969
916457318 919780701 621117112
-840648068 -828904933 955433145
746466815 781712560 -845696118
772131715 793904500 -566455702
-826209415 -823704360 -675200248
-14406948 60539047 90862818
-57210210 -30311565 -565212736
-310846854 -279725949 875649129
218067841 218234092 857103264
218067841 279755499 955603299
-88050896 110395396 -166424067
-699990752 -699822558 19445465
-232178189 -26070584 90810135
-396577392 -295946618 278452457
-88050896 -47296892 -243165943
-540662377 -489767485 -56631680
686677050 902523885 -997438381
-826140315 -800541969 -437320994
-70213934 33168279 698285918
-891427008 -883015409 592951936
-77517964 19336420 -418595987
728235967 735173468 -967659541
-646875444 -601584347 514266089
-678186516 -670217910 -882944419
-316639963 -47296892 -409426895
-38138116 -8111649 90862288
232453068 255335865 844034541
-531000915 -494770274 -432097919
-823285199 -821656416 -642635463
128802643 153762939 -505382421
797820885 912753308 -562378625
235889878 258586835 -836828377
-977174263 -943852181 -676594078
-417097693 -413898652 91146161
853986609 888774424 786101301
915140272 920501473 -667758635
388027398 388635394 -868438932
-765707044 -724142898 256167189
161875505 175549185 -386023563
-646875444 -601584347 472119643
-642866644 -521504964 991711729
444143356 447919135 -472844509
486827323 522947803 -999684219
-359633357 -280325691 195575190
63447601 86663827 404008798
-32311653 146912959 227077581
-415417574 -291936142 992013623
255684430 276352705 -722637023
-235587804 -184912542 789931662
559172516 567893109 665677996
409456755 418860873 -812174086
294513937 332695202 999994800
-284896419 39471179 -557744080
-100005997 -75818516 -50477839
-438607682 60539047 -28079620
549841194 569903391 111666252
-363704177 -249285196 992094065
-985828540 -939983526 -838484983
-422701677 -270278293 -702095784
-366662574 -279725949 901291111
389128612 403992633 -997001321
93402862 97180944 698263656
784037771 888774424 788865627
917920694 928704282 -667757081
-84569923 -58650344 698151166
-974120193 -878353866 -679733383
98597989 142290361 634499920
425463315 438217784 995614173
-312557153 -285793563 29723370
215675291 216095127 779070126
633908681 657729846 -463498698
683540761 726052352 -917371441
-417097693 -207621627 91072024
-935415297 -878031123 398437292
-237201887 -55110372 726593228
-940705117 -895557002 -679992142
797820885 838006319 -559308697
23568587 105854674 90862859
19157188 99318079 -569787618
-667745122 -122116194 90982596
899839861 920501473 -667760368
-517194616 -454839017 -673450466
-485629963 -464233744 92128401
241417087 276352705 -685631522
-116609627 19336420 -417380775
-360262785 -354540513 992159835
916457318 919780701 420090781
-674065031 -672802903 -330113874
-511117785 -454839017 -696955859
444143356 447919135 -264933541
388027398 403992633 -992351147
389128612 407741450 -997423820
607549169 645042824 999993639
686677050 740463393 -967466035
226133179 226810288 259535153
-360262785 -354540513 992161104
-310846854 -249285196 875199094
14939982 57737002 90866649
-422701677 -364749599 -701957822
-70213934 142695454 698280627
284999396 304595849 999230848
-415417574 -402820371 992063791
-465971115 -364749599 -698578308
-833810051 -746400964 -397591660
-324681005 -260143334 691309326
524047960 530875968 -91896213
-529727081 -425324152 82920622
-776290436 -724142898 353369801
-84569923 -73224424 698221445
965233448 967063532 972331090
-336089367 -6654181 810963089
28227648 128280608 -405422636
-868393417 -766511594 -849015345
-996282220 -990765541 -292407646
-840648068 -836926476 947699917
917920694 928704282 -667754322
-940705117 -848509467 -682397104
28227648 110395396 -229247805
164526047 179187852 672606774
908542151 912753308 -561237866
-540662377 -288458087 -233881693
848853244 873961112 462659833
746466815 811608338 -950770265
-973085028 -885770704 823350101
958293614 991035963 806633207
128802643 215119607 -679512351
-353093992 99318079 -554278715
138473705 142695454 698219576
853302189 948947742 -704876409
712883197 932977861 -668761431
324211655 332695202 896731848
882239099 885430268 -570877414
-313408790 -260143334 693542075
-672016820 -644975204 -939528707
-833810051 -828904933 687540440
-359633357 -207621627 123277757
853986609 873961112 671880871
-373783565 -373146657 435184847
689387892 719474498 -660437059
-967241434 -907947903 830490112
698449585 709365926 -668225658
-754717980 -746400964 -191342253
-586462381 -548967873 -433064529
-473159031 -447808237 -700429341
-472917499 -413898652 91441244
-678544679 -631031581 93020441
200520411 202067632 296797974
409456755 412498685 -192945090
846847198 902523885 -704880094
982759295 991035963 831100180
436001926 443548360 999939360
601651872 631454255 999985098
974391297 979081564 344557421
-611346989 -563449533 -116147610
-798584499 -782113011 -676780103
485876087 550105977 385415719
-154075780 2714490 90817822
846237692 911543771 -704442663
-100005997 -84064843 -48917855
-57210210 -30311565 -568867496
-517194616 -434439040 -721263769
436001926 437982097 999895431
549554410 662261460 999985294
-992369154 -990765541 196523216
974391297 998462895 -833010860
466171179 511451941 -999545913
-955866692 -922971074 -622781540
474115568 547531483 -999956644
-38138116 57737002 90866913
-353093992 -270278293 -584195022
-611173413 -574601740 740546388
-27274791 38605290 -509836019
-585193959 -553964779 559341215
236079799 255335865 -649183782
-123660919 27637865 90855905
820011235 933079366 -560861006
-43226632 113383553 698263658
-27274791 -5030243 -476959890
-493363093 -397781523 990978092
-511117785 -420883601 -703546290
712883197 812599272 -668810797
355722994 366158250 121502234
761772475 929085883 -559250403
-161090921 -122234742 698077877
467437856 547531483 -60352486
-123660919 2714490 90829896
-409758215 -402820371 992059027
-765707044 -732473988 263738709
-277175477 -73224424 698230622
-184020953 -179655374 90977070
-955866692 -920059672 -614483666
486827323 511451941 -999653832
-826140315 -823704360 -574475237
186159908 202067632 311686598
467437856 550105977 778111525
-396577392 -373146657 493405274
321724998 365411859 209073720
-526760588 -517683020 90639968
98597989 142290361 665828938
164526047 179187852 683071331
958293614 972039285 952464689
235889878 307628980 -996687695
478615666 522947803 -999684553
899839861 933079366 -667753956
-917025460 -878031123 -679775818
93402862 113383553 698263657
-232178189 -134996254 90386253
-631721463 -555147590 -437854378
745350151 829866650 -636304385
-606261933 -605114958 85329370
-412728846 -353214893 991479274
-43226632 97180944 698263651
546194644 549037820 846185874
-986542454 -978369772 302849200
284999396 308028349 997168683
-77517964 38605290 -420273728
-184020953 -179655374 90933184
-606146301 -602162108 -427989512
-261356323 -100506174 -507257801
-477771975 -250681740 933384081
607549169 972039285 999997571
785062398 872549593 -564655744
-531000915 -100506174 -432113243
-224891513 33168279 810674657
226133179 252042476 -483124319
55141611 125010078 698263545
719809711 781712560 -820081101
728235967 735173468 -967468105
-313408790 -129938773 698060497
-891427008 -885698926 567977607
-324681005 -19798797 698382526
275206759 308028349 990309908
-811915251 -771839918 -400713775
882239099 906110725 -570761019
142899607 208134068 652311368
255684430 258586835 -739673739
982759295 998462895 948092173
-33864991 24753522 90862941
-412728846 -397781523 991112100
-678544679 -395925806 90273102
-698960366 -693566539 155874633
-821994277 -712729706 486390598
933660198 979081564 709740387
-667745122 -565575937 92956751
294513937 304595849 999818233
370289068 374656471 -668493906
609438782 631454255 999985205
-856601021 -846083232 -458821909
-319559095 -129938773 177416862
-741716094 -672802903 -175851348
-985828540 -922971074 -649168932
840390387 886424753 -571592297
474115568 511150086 -999753432
-585352524 -489767485 -18744001
-338585003 -130826032 848557442
732077938 739788904 -988809058
63447601 146912959 622630691
-977174263 -939983526 -689572737
-366588931 -280325691 657007185
-589190051 -300968673 92255245
-68685366 9683332 698264286
-661461508 -434439040 -892492382
820011235 838006319 -559460538
-261356323 -138166769 -483463216
-529727081 -529318293 13612289
-674065031 -602162108 -423959001
-14406948 -8111649 90862772
321724998 354619765 214067537
-821994277 -701043527 826414861
105032049 153762939 -482948744
698449585 913763966 -667438614
-785136524 -771839918 -520790030
772131715 793904500 -568558724
731815097 782857376 -984231871
559172516 597570344 977477112
-776290436 -631031581 152675693
703916889 812599272 -678188299
236079799 248478885 -717803969
-798584499 -766511594 -691826872
132301657 215119607 -145465689
-302229597 128280608 -34870629
169682405 180995714 637835275
947982090 948947742 -58384338
-672016820 -670217910 -899090983
761772475 906110725 -570430302
-32311653 86663827 373964862
-974120193 -943852181 -679715900
-606261933 -425324152 90163061
82670495 123822906 698263533
-699990752 -605114958 82462595
821968582 826693678 -562461005
-938900492 -836926476 830666107
-688163833 -521504964 991594700
-409976235 -291936142 934301568
317183564 331827961 105935812
524047960 528620418 -105516688
-116609627 -5030243 -422671313
628675345 659023644 506127070
478615666 511150086 -999731358
161875505 175549185 -480687512
633908681 657729846 218648173
234332016 252042476 -115230052
82670495 123822906 698263541
-446428183 -417583175 92200438
-338585003 -55110372 809750735
-181941264 125010078 698263529
94036582 116476681 173979474
-485629963 -417583175 92176210
-688163833 -6654181 992163249
241417087 248478885 -713184308
-699958302 -693566539 696252129
-378436889 -179330778 30168146
695975659 697866474 -714239860
-611173413 -574601740 811240070
400391695 407741450 -998246018
-967241434 -907947903 828499646
-237201887 -151697236 761012265
-181941264 -58650344 698245473
-699958302 -226414995 853777161
848853244 929085883 352167745
-868393417 -848509467 -819866385
-698960366 -694698327 158812827
132301657 210958022 70181544
601651872 614817599 999984545
324211655 412498685 474769863
721185813 740463393 -968131063
-526760588 -517683020 90847856
915140272 932977861 -667757181
-316639963 -288458087 -306238246
215675291 218234092 844133567
-373783565 -371496670 396326132
821968582 826693678 -562621244
200520411 226810288 272887521
-366662574 -292847111 901630293
588627427 597570344 922182328
-154075780 65238095 90867056
-550868596 -138166769 -432857872
703916889 911543771 -684429253
312817991 360602216 31242899
666026994 676066918 838128847
-768928406 -732473988 263778574
442996421 614817599 999983926
-33864991 105854674 90866437
840390387 885430268 -570888239
665568633 678570988 -230318142
55141611 140688698 698263650
-366588931 -151697236 789318413
-811915251 -800541969 -418868140
564633793 659023644 733073227
-363704177 -226414995 992159059
666026994 676066918 882777972
14939982 65238095 90866494
-378436889 -134996254 28384803
-408534030 -353214893 991482771
-408534030 -393377036 991761850
309086559 319685981 -587523243
853302189 891369355 -704875531
23568587 24753522 90862931
-917025460 -895557002 -679874477
549841194 567893109 275520019
312817991 331827961 63428280
-464486681 -224676277 90201475
355722994 360602216 71975916
609438782 662261460 999985207
-312557153 -285793563 30064862
-477771975 -292847111 931554741
-336089367 -130826032 831635701
-721993864 -701043527 239488497
-631721463 -599986592 -623612355
-68685366 9683332 698264130
-768928406 -712729706 256042648
-973085028 -883730369 831259073
-586462381 -555147590 -436285945
965233448 967063532 991768775
-589190051 -553964779 92302300
94036582 116476681 188872649
-161090921 -122234742 698066603
-290788927 -225884297 805444026
518864275 530875968 -901058525
142899607 180995714 635306346
169682405 208134068 646674620
-585352524 -529318293 1106328
846237692 873024509 -705445323
933660198 954679364 313914308
689387892 709365926 -674676161
-409976235 -371987679 935100200
588627427 598945893 881071608
-917141929 -883015409 826609217
665568633 678570988 812125354
420953292 421313037 950952319
-464486681 -395925806 90227615
105032049 113620619 -514148961
415649142 418860873 493548339
-550868596 -548967873 -433043247
-94993626 27637865 90817686
-802447307 -798200231 -697962878
-396459242 -371496670 367658003
-94993626 -26070584 90810816
-721993864 -694698327 226292137
-472917499 -464233744 91694896
719809711 726052352 -824630907
-278186736 -179330778 82141234
-935415297 -878353866 95306642
947982090 954679364 10792309
-920104436 -884982186 682408268
564633793 598945893 736670568
-606146301 -494770274 -432015571
186159908 210958022 272239458
-741716094 -736106169 -409865877
-319559095 -122116194 156422357
-938900492 -883730369 830879213
628675345 785976321 -547371290
-473159031 -420883601 -702504761
-302229597 -84064843 -47806717
-290788927 -225884297 794188272
-284896419 113620619 -570839874
-493363093 -371987679 936018802
138473705 140688698 698222666
-992369154 -885698926 555628120
704462768 719474498 -646945412
370289068 388635394 -854855826
415649142 421313037 907432601
745350151 829866650 -655387001
425463315 437982097 999833094
-611346989 -563449533 -48928019
846847198 891369355 -704855070
-224891513 -19798797 810613825
-235587804 -184912542 793247142
-642866644 -393377036 991783995
442996421 443548360 999970505
282884763 319685981 -998783397
683540761 697866474 -718144552
363157877 366158250 -498456299
232453068 234342244 94494435
-826209415 -821656416 -725031614
234332016 234342244 -74422956
-446428183 -300968673 92223220
704462768 886424753 -572788207
-917141929 -884982186 824682424
-438607682 -75818516 -51201994
721185813 782857376 -985976388
363157877 374656471 -567998558
731815097 811608338 -982182804
466171179 466402821 -999472010
732077938 739788904 -990263682
-396459242 -295946618 286482755
-986542454 -978369772 407697121
-409758215 -250681740 992053447
19157188 39471179 -560751600
-678186516 -599986592 -829956969
420953292 438217784 992103373
549554410 645042824 999987325
-277175477 216095127 698100978
-278186736 -224676277 86125151
-823285199 -782113011 -588933519
-856601021 -846083232 419764662
546194644 549037820 799599942
695975659 873024509 -708685364
317183564 365411859 202660361
518864275 528620418 -714697542
785062398 872549593 -563055540
-585193959 -565575937 324057502
400391695 466402821 -999246292
485876087 569903391 89845412
309086559 354619765 217726532
282884763 307628980 -997764954
-802447307 -798200231 -835324369
-920104436 -885770704 790995077
276352705 -722637023 -685631522
-768928406 256042648 263778574
-511117785 -703546290 -696955859
-674065031 -423959001 -330113874
-712729706 256042648 486390598
906110725 -570761019 -570430302
-943852181 -679715900 -676594078
739788904 -990263682 -988809058
911543771 -704442663 -684429253
-833810051 -397591660 687540440
726052352 -917371441 -824630907
745350151 -655387001 -636304385
-828904933 687540440 955433145
19336420 -418595987 -417380775
-100005997 -50477839 -48917855
-353214893 991479274 991482771
218067841 857103264 955603299
275206759 978997525 990309908
65238095 90866494 90867056
-701043527 239488497 826414861
-94993626 90810816 90817686
-378436889 28384803 30168146
-116609627 -422671313 -417380775
-531000915 -432113243 -432097919
873024509 -708685364 -705445323
-823285199 -642635463 -588933519
-19798797 698382526 810613825
-885770704 790995077 823350101
-38138116 90862288 90866913
704462768 -646945412 -572788207
-642866644 991711729 991783995
-678544679 90273102 93020441
-122116194 90982596 156422357
-77517964 -420273728 -418595987
248478885 -717803969 -713184308
-548967873 -433064529 -433043247
-823704360 -675200248 -574475237
142290361 634499920 665828938
891369355 -704875531 -704855070
252042476 -483124319 -115230052
-978369772 302849200 407697121
-464486681 90201475 90227615
848853244 352167745 462659833
913763966 -667438614 -561068904
374656471 -668493906 -567998558
-746400964 -397591660 -191342253
146912959 227077581 622630691
-644975204 -939528707 -936051405
-555147590 -437854378 -436285945
443548360 999939360 999970505
486827323 -999684219 -999653832
-359633357 123277757 195575190
28227648 -405422636 -229247805
138473705 698219576 698222666
-366662574 901291111 901630293
255684430 -739673739 -722637023
-284896419 -570839874 -557744080
549841194 111666252 275520019
412498685 -192945090 474769863
321724998 209073720 214067537
2714490 90817822 90829896
-151697236 761012265 789318413
19157188 -569787618 -560751600
559172516 665677996 977477112
-310846854 875199094 875649129
-977174263 -689572737 -676594078
-338585003 809750735 848557442
-353093992 -584195022 -554278715
388635394 -868438932 -854855826
38605290 -509836019 -420273728
853302189 -704876409 -704875531
915140272 -667758635 -667757181
-130826032 831635701 848557442
-884982186 682408268 824682424
125010078 698263529 698263545
437982097 999833094 999895431
-363704177 992094065 992159059
215675291 779070126 844133567
628675345 -547371290 506127070
698449585 -668225658 -667438614
-288458087 -306238246 -233881693
-878353866 -679733383 95306642
-123660919 90829896 90855905
-938900492 830666107 830879213
797820885 -562378625 -559308697
57737002 90866649 90866913
39471179 -560751600 -557744080
-184912542 789931662 793247142
912753308 -562378625 -561237866
-517683020 90639968 90847856
-526760588 90639968 90847856
258586835 -836828377 -739673739
-33864991 90862941 90866437
-402820371 992059027 992063791
908542151 -561237866 -561068904
-694698327 158812827 226292137
-521504964 991594700 991711729
444143356 -472844509 -264933541
389128612 -997423820 -997001321
403992633 -997001321 -992351147
614817599 999983926 999984545
721185813 -985976388 -968131063
218234092 844133567 857103264
-397781523 990978092 991112100
-312557153 29723370 30064862
9683332 698264130 698264286
-409758215 992053447 992059027
132301657 -145465689 70181544
279755499 955603299 978997525
-447808237 -700429341 -700321314
