586 535
469954409 885825535 -760706611
-285407458 697006880 -664406918
-406367558 -276502062 -449723222
-533951988 -427873157 -98748055
305770006 498585864 -674733735
-82002298 232077619 -815145468
-586410658 -178762546 -112944696
-395897769 -63089679 -436016266
71545152 993937665 -977512922
-938866538 -40807719 319346708
-830685300 -6535597 540109949
-573911293 -258235387 -738839401
-150693732 -132544853 -697514954
-570818281 -470797401 -361353933
223102891 781791578 -484261918
-828784313 -518063917 -625277642
-500579693 -368968265 -315199468
4837511 460228195 787670330
127067891 770873228 358126850
383314532 519543633 958298674
324956306 366810975 782466097
-785566891 -12580830 655011965
-847994657 -365513957 731280211
-153236784 -133261540 -784580500
650109545 752302024 847474488
582929468 658845283 2884875
-751139615 -245181347 915872442
537017339 566002140 612752369
-166426707 -64373831 15550591
-897508361 -68591004 602270219
200056608 971164858 405166562
-322235077 -310645035 57480935
-187349871 -63196599 945596441
-398815259 -101139716 -241204490
-872301808 -131950560 -748719253
-275073385 -135100180 -369617902
-450330255 -162372674 458690483
155007411 930888249 627107442
-536939348 -250459882 838953063
587172286 620698964 -496750006
200981579 684885719 546742930
-729518403 -235461251 146136694
-867413908 -460600861 742712227
594955131 604780124 -192021293
-369020107 -72143425 -798246996
-379787712 -132663640 -784633592
-312391555 -55664384 409277910
164545121 991296842 -570515457
-930279829 -191042728 879859494
609747719 661549201 104341574
-295042934 -142176869 -3357813
-719375329 -611139256 881570318
-957203190 -694034641 -875611483
-796401559 -238788213 -824011054
152166628 743557049 -388818612
-310737337 200428829 -928574085
-607287253 164414175 -646545803
149593052 906679726 194882606
-919357643 952303973 -684501891
-782211596 -712995977 388727558
-674811317 -309083288 -430656493
-232612652 397393681 101494357
-987542763 -712649917 651887956
609664738 976992369 12177867
210783514 512501430 -181123236
6865792 455321478 229224642
132059010 212385641 169802522
-367202469 -242770292 676986925
-927889955 -777563441 194187022
304871786 637046135 657144913
-974787127 -509050537 -784448090
-742422496 -549539594 -106728374
488439194 972903128 131094499
-584053896 -323529392 -100234990
-660314451 -439617330 -116084905
-985733138 -671346430 59864434
-602095201 -88846456 -880087484
-108940431 -60119483 -76444536
11298897 417042987 190239284
583929950 600720244 -356642710
-316630116 -97110625 45953831
-880309443 -221904944 -82195217
39711217 502385197 -731343589
-289972212 -222542284 71107640
-467896188 -10009956 -284166760
-469920852 881409687 76642195
232160569 338239605 21125754
-371630298 -29947564 -847684434
-295856921 -57881580 -176870798
545305729 898931931 -415091000
-789409092 -73845996 153839171
-948352859 -303957032 912278374
-970464588 -424375228 -970015169
233702053 493902526 786579735
-827690926 -415006385 -421870690
-642354957 -412681512 -361925752
-792182947 -493866687 -185401990
421615398 874594364 393265466
112110633 773717644 -849301354
-993602440 -114688345 -104311382
-439639409 -414412665 -672394134
-731465472 -107374393 113278208
77494253 596758688 -328575410
313851818 664276107 462869211
802249812 878320861 633932820
-212344173 -193995497 506353925
695121724 834907560 471006812
-371908644 -102893987 -510428783
103812967 796264495 993449026
431547357 970965767 70729848
-742635057 -276050873 107634083
-610515840 -594252495 664462342
677998299 934073304 -181491542
-619182957 -76536408 153534830
-776576582 -91541836 354969426
-820193245 -80195299 936076499
54133929 181400547 524131092
-737763722 -429082819 -389685050
-554268510 -522049845 -700389256
-725104013 -173912571 -117476813
-985490574 -576398460 -407665913
-386297789 -245985032 -252478680
-965643107 -26901539 -408509674
587445657 935309814 -849657092
27837067 614119538 -804926769
492254020 748850969 -479115274
72312428 812708892 -223390653
382219654 837620214 -492141166
-684111400 -528332160 850390902
294180195 842337170 -241916115
-844636629 -390709045 787540923
-923433166 -273643992 -131473672
491212081 729013490 82657890
251690520 511633564 838359239
-730076837 -698805404 53408901
-823121202 -551347302 -431828403
189965858 653697976 84930352
-902073863 -672492625 724286829
-414543375 -131761747 832515900
-144098568 -112707780 788332255
-949481727 -277365026 745642785
-821788820 -635223857 -610518369
51355370 754474581 182333081
-487221647 -118306888 -175670600
320153294 777392492 261805991
126368143 758205132 -182206171
-781123993 -569868488 258234527
-839965745 -170142887 -211473897
657500717 790373774 894309857
-423408299 -28185681 70323746
284645965 981423440 -902804086
558813204 856901053 14449200
-638435819 -564892796 -517794784
238560220 636600251 -204876254
-981899919 -465348165 -706405386
424453517 813923890 -421454989
162291922 425980719 -607722866
39507482 675237529 642516897
170877411 781937380 -948954201
-547474503 -173455692 -99512222
-962464000 -549078977 -516185437
623376614 940244661 -847576032
-940961903 -893446465 -873207344
-632397846 -32507298 566139874
35367175 824395167 -567510716
134427114 281137598 548468556
-834655003 -103378940 -460610019
363630470 886980833 -552139411
66844625 268390025 184934039
-351201079 -286368376 479470403
-86410263 -14847328 116118859
-808086552 -774951058 87015976
8220640 404195898 -8108308
-135979733 587710537 -911284775
300184918 616980261 -732601953
-671319979 -147175450 147928439
-753513164 -729329679 -740186681
-573936046 -34718676 -500636154
292543671 583561759 -670988444
198971459 406606630 380837877
-547235093 -150502942 446880785
317628907 357674773 300320658
-286102277 -97382309 121292177
360468102 848192225 -157225477
558663221 767910865 -986211305
826796281 855679906 -908268707
-750886270 -206598217 556577836
64002666 610967205 649086252
-916618950 -192428858 -636677827
758886370 909999561 966277150
762119391 998489961 704323972
204288445 557279075 -15562502
133715518 430556472 354571006
-705701116 -610139774 226469471
-659202897 -105898420 402491515
-916710233 -411781639 31307069
-899219114 -786291902 83920068
-700607799 -339124046 -142277506
-649309277 -129644511 558042724
-415156506 -69639416 -283927018
137568992 992685769 996392524
276717734 680495445 104521038
-607808163 -288544194 525879633
-860686419 -284849916 242645066
615281656 705920243 -902386221
481393823 864927393 816881303
-600840753 -480192795 -562235819
222780402 931729869 -49113264
273879060 839564361 -224389863
145858733 340711808 -715010644
278253289 910530241 220115351
-567169532 -434618982 -17131009
559856065 748868212 466069960
-281402738 -66155260 -405300846
57192345 523187309 485350123
524199399 749337142 -141203982
62577599 294431689 565866870
-467560121 -114387125 -562829532
-466978427 -182181827 769081067
544265119 674356941 -297163478
-774614341 236939490 -687770858
376983895 380253883 -435902718
285454840 338200542 773443491
-777080487 -317817231 -404523879
-461344644 -93432010 -622975513
258078423 887193144 997268777
-982651738 -542164257 -302596363
-126202254 -100698623 -189672881
343300029 508367533 865710280
-702189112 -387534937 13503269
-692848453 -685838553 945950099
327291019 845270554 -58482366
-679219410 -505557136 -562795369
-928107162 -904804218 827693307
151957974 793410969 457836016
-655198604 -48396113 760455085
-526621987 -79003143 -155831438
21684943 342914080 -12961570
-285387667 269756018 -928899152
-870197160 864810450 597308395
80652107 956209611 -845225421
-485903573 -459966351 -154379173
241732287 690412347 -101960947
-145726974 266988939 -15914060
-823028795 -514702580 -647542966
-793406331 -376366791 -120887255
527916033 580371508 -744884449
-974903880 -560894189 470670384
-894995522 -665772744 459919281
-552961467 -22780858 -703118353
510235248 860268157 -752460913
118234356 864325904 108531636
-807233366 -41831975 -412075289
-554931434 -195750711 -576715493
606887950 903470957 -385984075
303216194 756963305 914006465
-669712127 -249531999 -785463623
-523743480 -117094277 561141621
-867869287 -435452895 -581852781
-425343089 -359548076 7551518
-767717042 -18490456 918367179
-826576334 -80974115 -317473593
-760121995 -163040380 -594863074
4822779 334362664 -971193844
289610100 589656077 -923328683
-912560726 -157696895 -323606452
-690770464 -675056468 717897000
-589985693 -372563019 907929974
234916001 662679463 451736305
652531420 941362416 370732555
-398356835 -386310682 421743646
405980136 943125214 -168918965
668646036 758926748 -973367009
130138352 489406917 439376846
104366813 880566671 -5581780
-959406267 -278419514 963011222
544897539 586643396 451481096
-514763697 -333799758 -2888155
-435070856 -129031322 -15986990
-731240802 -444140451 -270133179
-916343296 -475792678 204266476
-433422990 -151348057 -157638949
-139117310 -119130052 503823617
-797313959 -309410194 -692064634
413606469 918698344 64706876
638656751 911326161 -558806941
-57502527 -37803170 -665555810
164486626 322022045 -521787395
160075337 438736361 451178545
-812119794 -672606998 -272717892
551875267 594285496 -723631075
-350293353 -186098949 154479546
-997898855 -943942962 476608434
-823503944 -618162452 -641914758
-107741316 -4103905 339509567
277901384 577493741 -930374868
-182880963 -103918685 -221280576
-976947858 -657008096 -964065717
-540893120 -342689627 -414762347
190514592 949450529 -897828337
19182210 676815360 -909977062
-449661036 -336942125 -487424527
-951775141 -778180244 791058527
-979925944 -106677114 -359612849
-412102073 -405066345 400920877
483458607 740421476 -734312471
183673953 220518017 -705322279
33831643 283808225 783025695
324724703 525229844 519734020
216460692 770880186 -910922047
615163004 957052118 -476018456
620552181 896808968 -651568908
-514221773 -430995950 894996770
-777008603 -618519666 -410139595
-899407896 -704732374 -887382299
-517280446 -83823772 792605621
-355290633 765578565 330839591
585835537 676140267 -569567368
267418530 434041042 -694104659
-968995962 -325161555 464532499
-900787159 -594415668 -224262349
378381390 848841152 -999319254
119887651 760435682 -473279418
680533537 997786249 -628601281
-188797147 -157058429 -98406542
-926096138 -714222863 -172024447
-847181113 363358995 584633145
-953936406 -243306586 195324991
-835943200 -820769339 179857455
-764782123 -737180569 -281051685
130117520 442395770 -355819538
103605277 313604692 -21090212
-871791136 -23664472 454844723
-677248376 -514427991 -506507150
-975974639 -833353118 588278518
261229279 880774412 595037274
-732027398 -67871741 919269132
26538027 966450282 -881744128
499740972 803333032 -152600447
-800636171 -544440846 -772746368
-597765340 636844692 -435369749
83888966 571253370 -286824737
-551495763 521552567 109867689
9803030 133665390 309785090
240926488 360436194 -751819957
237163830 450472705 -545010369
-435328362 -241513286 -492948463
-670193955 -292838263 769070290
-508852480 -258316877 471806979
53210489 859549218 826672340
-792499847 -19222824 95696482
43106147 264195580 171100520
-334213228 -194945987 392197006
-346760466 -95292077 919462764
-373249537 -221432372 -34553814
-549329157 -192271919 742000148
-871493130 -744443832 -726950963
-748790435 -18811397 -644189612
244538779 301437761 -319471488
207315422 313111001 718969844
-767011871 -39363336 390283387
-963460396 -281654376 -761855038
-515829832 -477993762 -927186303
187421220 435119805 -866717097
-441871927 -288861305 -974841283
174113923 243740395 493926766
166039335 801892426 653209543
-666463655 -376590561 73867152
140817529 729740357 844683735
-286645929 -25074344 -661734483
-753405709 -443569706 -563460150
-443340337 -395511679 -862986302
-899999777 -815710672 -253645947
-964466637 -380412551 569443997
-876822788 -875415727 64685924
-628713898 -141710909 436732688
-645179170 -234195870 956428568
-907750867 -548767332 -914150319
447868726 570333973 -919158856
-154686236 799009244 702554116
-878719553 -108164711 447527467
-532031515 -46367667 -124807942
504537217 968985544 -499397475
217541910 515042489 -21798926
-559919205 -432677165 251161642
188765774 730911881 -809548625
-680032209 -264775768 956919335
-226396572 -86031629 260185781
193354368 334347641 -789886714
-805558021 -612122085 966040010
266179797 704616943 382446055
-892835532 -326601402 -847497962
236719355 590689368 -258556874
585600792 903996430 761426668
-853198240 -632486941 842199430
320426291 830640746 -998009502
-666447623 -263329645 -939416275
380575871 818892411 963960266
-440634505 -117638212 517241337
-998994835 -169681547 500852173
422678635 663594752 264638146
-896145909 -644954288 -259500722
-349818550 529094772 -383833444
878511877 879246898 620802398
321629484 490670921 -818326396
-985261250 -718351119 221357448
-429585092 -305931450 -481076873
-951851449 -569192330 -787430058
-858966222 -261818831 234592579
-816431801 -191767077 -143072475
-402724385 -107068839 329882744
-594168299 -262994260 -246997847
77103373 400295107 52334326
-418692222 -34979474 -479151224
531264592 638389066 -976597823
190419602 685820938 831042155
-314570010 -83122076 -220282147
-653171701 -422950587 873653471
-836668227 774287144 -820377778
-687316694 972892327 685295708
408334984 969637884 709192256
-734901794 -217311632 -819824932
-801230282 -630498982 566277882
-927976688 -847937539 821012219
416988946 957090138 -519773730
213938827 478458220 128536299
-856830365 -300708153 201328887
42532901 519854092 -124999226
463601699 941008713 203018586
721844946 945025074 -386878451
-542731827 -285842128 703151816
-868762104 -518897922 -172559766
100242222 646001971 -575021724
-789626780 -598892020 993872254
300968510 805662286 47323428
-986178200 -442968045 -99451763
275653627 909962011 29850227
752299448 754108766 931036283
-574483121 -384470784 -226136081
503143333 615480964 253677208
-783133920 -445547891 -410693449
-468493228 -182678267 28082210
-341087733 675559546 -522242783
393374399 663553128 -356284022
1400910 68738207 -459570422
-724799595 -269652433 569899972
-647629794 -457415367 189460372
-905330335 -466309410 80495367
265947486 797279533 -96870216
22939024 810773872 -923093417
-756147234 -13909124 733316888
-999123843 539893160 87800812
131506552 570849235 82292970
-893330907 -135407589 -70285490
282063872 892625690 504349825
552121117 872491447 451402495
190924352 556148144 -334587811
201623499 809325608 -723132585
-366563004 -306413741 -58911244
428472085 947404878 719462164
199632986 968511196 -567091127
-279416904 -63729547 609979082
-786550151 -745805699 298380765
-875598926 -533210731 -445784670
405955121 739588278 -835596938
-759289645 809175840 873616406
-300873277 -299210101 -963487297
-382460041 -99225545 224882792
-662118486 -542641350 -990254832
750747531 879935809 981111529
-230266701 -51137193 788690564
130003965 525074025 244205894
532601473 637879895 -427915958
-675817817 -530269335 46944440
641236914 897614751 314972978
385680893 541194166 -462397591
-450170488 -447352937 878143713
483167092 612457524 -317114153
-700016819 -531613595 -49885728
-697953215 -566298133 -571799296
393019157 805518509 242433657
-622768168 -303276662 89270852
-492885804 -252672276 -658911129
-846283750 -462248848 -860265127
-788136508 -346918027 -106449246
231748438 599722362 724741365
27704600 82522646 637490125
-747785450 -615336372 864061519
218141137 706948386 -720646781
141168875 543140893 298125125
861246274 931242450 800387127
482765672 865055048 484342009
532034836 671851904 999379187
185816643 366260057 902887362
-690312298 -639028857 108252792
35072960 519638557 -690216724
-911774601 -751089236 -899773988
-774289788 -143937708 -316983533
592986201 792567407 815201602
291625437 727619483 176450378
663889604 854020420 -109506526
-155187080 473538962 -73538016
-660358936 -80423337 427295299
767648966 804952228 472809731
399979226 829149642 -880356453
135926965 876476305 871624508
579638706 987900310 -689860026
241155712 325576374 879725093
900001471 958300715 995393521
409083683 999397123 787072190
-533084211 -125862524 916119535
447289154 460962027 324139754
-997146485 -631604588 86694527
353372196 801329271 -792523511
226238371 738280085 650188514
451222626 513412418 -187984426
507549220 645892349 481143433
109704450 187412804 -324947889
563415993 992204406 -567239319
27225742 405592556 715026075
-860834811 -836220722 210188385
-807367673 -92901764 835796146
-296477405 578253245 -265192357
131284000 174827240 701749527
-478487643 -229747027 242339099
-827480178 -543300026 778587431
-111487464 -81969561 -862263760
827176719 897899959 422240887
-233517944 -213720812 483905347
489392918 698520737 921075674
-642658567 -624362376 -113486143
-773945475 -618687717 -274814633
-532833625 -276631866 823988110
-936903208 -434161026 -966225852
159911472 842944478 -887115041
-293453221 -271015701 -141820350
-730349103 896269943 -746072091
-821394267 -754004110 -356755612
57619321 859790414 -788549197
151782369 442082347 -598012986
62457588 534310732 -820803155
-277672840 -258139883 -81017481
-439572518 -263992167 -187581900
-629121253 -97416998 813260597
646976011 966313380 549681947
-994425043 -225035057 994927816
115001228 763153678 213283651
652672868 789519963 778436096
18899548 888079434 958372594
-463315854 -41886296 1817706
-822171565 -683535159 -660992405
202604075 384047277 -705180787
672218707 832364076 -785784986
220014198 602070076 -937778493
-781464829 -173211519 -511581178
222086116 769553741 -263278662
-205792282 -8842854 159992824
318499819 736104194 425727604
-623832554 -357368287 -913219073
574451890 665002216 39301566
-723874909 -119777766 -500417940
-177535940 -139752063 -464736543
87527679 261677745 759606248
643780117 730118781 -180287470
-876193063 -667330774 -285370547
-328514778 -30003695 283193733
826345309 981550764 879163106
-897221706 -797648044 -330255245
-305506896 -263216138 660264936
-508070351 -464133115 125211474
418441784 470488059 -706139777
382355429 665962473 573154761
33043539 503195414 -449360357
-220244587 -96426628 -333280701
-512462982 -227384905 -943560337
912348619 975046942 500395807
48871138 282751969 42728944
881000676 911384234 870519357
-601503749 -456491902 540263543
228009737 371229101 -493396907
-684203987 -452102018 31832771
3697120 676763051 -500407337
-731825583 -485921432 42536088
32606842 715466913 51329988
260392034 716580611 660454832
119620203 143360037 684356166
203456660 -417349856 148416986
-139130 -289944393 -181716915
-662731348 772150851 863357069
869258964 175764115 523089336
31818556 497181449 964826231
-738715975 -690486245 -525035596
140271954 -906028705 -522058141
146717284 -533233536 -62187887
-191522332 -888617893 -709915230
-519317297 517077793 856483143
-535862399 79472175 668845993
-973355483 658599391 768836920
250073813 597518008 618271805
95710660 124003786 198077503
931783281 -982891688 -790959795
107356576 767563456 787612667
563711346 -655671322 -550016493
884072259 591625420 614546647
-866627147 84211890 446349809
