1000 1000
-995230413 -994584936 -95178964
-996833499 -994584936 -69056922
-995230413 -992790767 -134257570
-995092962 -992790767 -133289436
-996833499 -990055655 -148980419
-992570374 -990055655 -137436463
-992570374 -988052422 -131378112
-989512923 -988052422 -130905849
-995092962 -982574553 -109491081
-986661520 -982574553 195925812
-989512923 -979788098 -113006282
-981080938 -979788098 52188593
-986661520 -979018192 544840612
-979311808 -979018192 749466057
-979311808 -975488311 941050473
-978611165 -975488311 944201491
-976796184 -968973353 -644001697
-981080938 -968973353 294418482
-963264291 -962164621 -965915457
-976796184 -962164621 -954220866
-963878832 -961654731 954360538
-978611165 -961654731 966408338
-969275336 -955703244 589236381
-969275336 -955703244 919495053
-955589181 -945056940 970744450
-955589181 -945056940 974289969
-958330540 -927963261 931001400
-948705343 -927963261 938133354
-957160701 -927062776 991047031
-957160701 -927062776 991711207
-963878832 -927038782 950799796
-970847627 -927038782 967133824
-928185756 -925380199 938215417
-926152942 -925380199 938233639
-959170846 -924312008 -511899308
-959170846 -924312008 -463774084
-922736699 -919826827 938266491
-948705343 -919826827 938283839
-925153565 -914653324 -779919412
-914886874 -914653324 -621061932
-938509246 -911560118 926902691
-933423217 -911560118 927134368
-909508363 -907839946 -742139691
-913934753 -907839946 -720761815
-916190953 -907551642 983781598
-970847627 -907551642 993818081
-922169027 -905926790 934613689
-928185756 -905926790 938191984
-909508363 -899690024 -776671686
-907748035 -899690024 -572298855
-933423217 -888739472 928154342
-922169027 -888739472 930457180
-913934753 -888327024 -408183292
-914886874 -888327024 -310985724
-907487796 -887990489 -914117955
-907487796 -887990489 -878487717
-963264291 -884660250 -978138499
-899808413 -884660250 -977498124
-907748035 -877053850 -564278576
-958330540 -877053850 923047487
-899808413 -873766029 -962901580
-925153565 -873766029 -788704653
-926152942 -868848918 938250141
-922736699 -868848918 938260189
-880032608 -853775215 954468225
-880032608 -853775215 954803305
-857251028 -852846143 -876205960
-853513699 -852846143 -295527998
-853513699 -851429232 -229653686
-938509246 -851429232 924322701
-916190953 -846699685 960655619
-883767899 -846699685 964228814
-851385010 -845242661 -964913570
-857251028 -845242661 -958128469
-851385010 -845148661 -970787964
-849042210 -845148661 978686757
-883767899 -837367276 986952124
-847827964 -837367276 990032414
-830922412 -830007368 945494211
-849042210 -830007368 986862897
-836436919 -820170801 988461661
-836436919 -820170801 990038774
-825897982 -816717417 991768474
-847827964 -816717417 995732400
-825897982 -813409986 991391737
-818550566 -813409986 991580278
-822955214 -809774461 -449041686
-810137464 -809774461 -434851290
-809275974 -808579498 211300540
-813198414 -808579498 515610730
-810137464 -804063887 -408002823
-831971198 -804063887 -7720099
-797753595 -797414896 624135531
-797753595 -797414896 656030945
-831971198 -793469205 656772914
-797746021 -793469205 659463484
-791941578 -790683203 51250434
-809275974 -790683203 53541591
-804457942 -789823531 43838645
-791941578 -789823531 44903740
-790890555 -788604356 -185181470
-804457942 -788604356 22206279
-813198414 -786532241 592189942
-797746021 -786532241 767975551
-788477639 -781469260 875460165
-788477639 -781469260 885560992
-787670251 -781268888 941267959
-818550566 -781268888 991669132
-783505491 -775811165 908802568
-786958576 -775811165 917812803
-790890555 -773227591 -214475977
-830922412 -773227591 863093859
-786958576 -766789654 903988142
-769690999 -766789654 907165875
-763636677 -760697518 907395062
-769690999 -760697518 907427905
-782670762 -756114414 870957347
-761874855 -756114414 871710980
-782670762 -753870441 864259987
-761874855 -753870441 898148388
-766814122 -745770269 907333845
-763636677 -745770269 907337339
-753447107 -744514043 926540282
-764163069 -744514043 926789166
-765934048 -739526805 921344532
-764163069 -739526805 923696950
-750488520 -739139529 -34163317
-772604830 -739139529 -33241702
-735807588 -729400456 777431628
-766814122 -729400456 907277176
-735807588 -723984673 690776674
-783505491 -723984673 908240088
-728259307 -722666570 -35423639
-724800858 -722666570 -35419632
-724800858 -711424369 -35301410
-717903525 -711424369 -35299704
-765934048 -710872414 911000423
-753447107 -710872414 924004067
-750488520 -704066079 -35277666
-745778963 -704066079 -26023598
-703020145 -700413060 -515268911
-701053884 -700413060 -484395306
-701053884 -699841575 -464756664
-822955214 -699841575 -449335816
-772604830 -688710638 -35918942
-728259307 -688710638 -35914058
-703020145 -687652681 -824735510
-726325907 -687652681 -35894398
-726325907 -687619726 -35788288
-702308983 -687619726 -35604395
-717903525 -685899907 -35286701
-745778963 -685899907 655723204
-725069765 -679004578 909390851
-725069765 -679004578 910874388
-674820463 -672026204 929156805
-677754092 -672026204 929157002
-674181321 -671752399 929153816
-681212326 -671752399 929155646
-670307854 -660019272 315409369
-679968990 -660019272 649181452
-677754092 -656709050 929249581
-787670251 -656709050 929283427
-674820463 -654138675 929156340
