1000 1000
671408487 716924943 140600200
108445032 111273562 -995216586
87824449 106740043 -995413084
393656523 397763812 -999974322
-852766840 -846868154 -999926253
942594080 969951687 838659135
725007887 729966485 999129091
-171468945 -155893182 -999033240
503947324 516191254 -668642188
-942133198 -906874503 -999934912
-182751614 -164399193 999803503
-164408784 -155219899 609198909
817543375 829786468 166514161
668790319 676505873 105876599
739402116 823927748 166160820
-701766953 -621953447 -658544191
-399267015 -390416290 989004046
-365516206 -354545286 988981396
206805937 271281183 -999980413
-936739669 -846341355 -999925729
741082591 814945676 167427940
-677966990 -670236930 -999488836
907046166 942352511 -999999015
928052875 965787494 999995793
-166345324 -95044055 857128574
-907714800 -890754584 862152307
250228238 251734949 -724433170
-4203550 28798378 -621606204
207431040 214456933 908375367
-190470373 -180758528 -861858388
-795155719 -789358926 -924745330
164300903 173385320 -998926100
-569522370 -565801403 -658654111
-625506107 -548518475 -59139571
-417143276 -369778480 -999775058
643371669 703615804 101769361
-47632296 33718710 -964207000
830515962 840073732 653668506
164181936 178568573 -999796560
493072363 503894870 -999988901
-999396228 -991218658 -998064842
-752466927 -705512737 -546270647
-122603522 -107280030 -999295030
-168131538 -79889845 999977675
-343469967 -319762071 989074937
159125830 224350317 -994391079
-455963199 -421542729 936893348
88111986 92412864 -988546800
-786910684 -763076006 -951712003
-334273541 -289042615 988976564
768741074 812837583 707543646
-645813455 -633439650 -664624489
667594570 699865426 118014225
-456177449 -428287075 -957142296
861187887 887407218 -999585358
99535803 108292285 -991080720
897003647 909421923 933290529
125160518 159194961 -997617597
468857103 480631163 975703316
141224048 156440342 -991174637
-495434333 -484656169 988747888
699261655 716204448 119837383
-490673155 -478152415 988899463
175583701 198407431 -999968065
970996935 984056554 -126672139
575473773 591172985 -999627336
-625808131 -621077921 -32254299
-645281200 -621701569 -111221259
-322658316 -318579074 988974938
-469989929 -463805562 -658616941
-126838055 -105451890 -999291670
-91248598 -78659598 -999970214
197865181 238681807 -999999960
-933549710 -921992815 127969595
853551379 856805941 671659858
86424096 122207919 -992052531
846592866 852780647 719658258
-400703913 -395956982 988989880
252452798 295062548 -999980337
898212485 927329824 780336906
-626853419 -608613846 -658658019
-925693150 -918707483 -509985806
290682405 332851160 -974622917
-969256861 -958476767 -999942051
393408196 465477787 -999980466
-498260363 -463031767 -703463233
493846772 503895171 -999988847
995462459 997185096 963898526
-84895206 -80163489 -179567743
856237738 860927759 -986067131
598735680 600659403 998807309
284909301 290176823 -999996845
-534795703 -517911735 725688003
756281983 776332554 -372697336
899051037 947914556 999987699
-838756974 -823634045 -999959751
-762400082 -742768416 -343677913
-317627915 -289047321 989016704
-346134690 -318333853 988975510
-78229010 82878900 -149703837
456439346 492388492 220718835
-190278105 -176690172 -976793496
852805359 853644115 899144560
-682581929 -676325441 166564729
697517749 709619530 120677689
-487075610 -482800935 949342896
-691928875 -681655678 -651335413
-478217615 -431613683 636110060
-393336884 -348806347 988957425
297938856 307254812 -999995580
-46290767 -4697274 -972484723
792937830 815841101 166650753
730200421 734295506 999886990
-270037496 -265409353 991129055
20255245 57288546 -978251329
971381757 998003760 961128483
384451538 409946770 60026732
572437014 591801418 -868335826
279279602 287477155 -999994396
593584250 608345277 998643908
-949975372 -882119332 -999986578
108804286 111230765 -997045132
-944000183 -909998392 -999934568
185667979 242794580 -999980414
-929896169 -917964378 579058657
-461576037 -459483470 -68460614
-455733100 -419866440 947072736
594592188 606867264 998633455
-683039850 -652547449 389091386
968639095 971653184 573063396
-155226791 -138412164 -944783324
