603 604
-1 994733147 -2
-1 994733147 2
1 1000000000 0
1 1043224 1
1 1286007 -1
1286007 3259467 -1
1286007 3421311 1
3421311 3584818 -1
3421311 7246558 1
7246558 7580111 1
7246558 8875567 -1
8875567 11048462 1
8875567 11074598 -1
11074598 11247639 1
11074598 13915358 -1
13915358 15176628 1
13915358 19346442 -1
19346442 24478571 -1
19346442 27498523 1
27498523 28861098 1
27498523 29269329 -1
29269329 29514050 -1
29269329 35567841 1
35567841 36507927 -1
35567841 40369213 1
40369213 41321754 -1
40369213 42466627 1
42466627 44901755 1
42466627 45758846 -1
45758846 45781510 -1
45758846 46020293 1
46020293 48215992 -1
46020293 49245838 1
49245838 53573017 -1
49245838 55565637 1
55565637 58377227 -1
55565637 59855523 1
59855523 61188586 1
59855523 61870620 -1
61870620 62734516 1
61870620 65122960 -1
65122960 68067949 1
65122960 71778023 -1
71778023 72208680 -1
71778023 73076660 1
73076660 75979339 1
73076660 76272693 -1
76272693 77480949 -1
76272693 77624728 1
77624728 83882410 -1
77624728 84581069 1
84581069 85650014 1
84581069 85919388 -1
85919388 90696769 1
85919388 91809226 -1
91809226 95568172 -1
91809226 97698073 1
97698073 98566835 -1
97698073 100427662 1
100427662 101736003 1
100427662 102245122 -1
102245122 102671807 1
102245122 104232940 -1
104232940 106769154 1
104232940 110266546 -1
110266546 110314665 -1
110266546 112039417 1
112039417 112141129 -1
112039417 112716735 1
112716735 113487781 1
112716735 113534934 -1
113534934 116533008 -1
113534934 116930086 1
116930086 117132513 -1
116930086 118807665 1
118807665 119653619 -1
118807665 120893448 1
120893448 121932580 -1
120893448 122071517 1
122071517 123145197 1
122071517 125452105 -1
125452105 126889908 1
125452105 127132611 -1
127132611 127316418 -1
127132611 130719725 1
130719725 134463540 1
130719725 134542290 -1
134542290 137372238 -1
134542290 140225762 1
140225762 142139397 1
140225762 142211775 -1
142211775 142476784 1
142211775 143900891 -1
143900891 146617006 -1
143900891 147549184 1
147549184 148974023 1
147549184 153588817 -1
153588817 155555439 -1
153588817 159682679 1
159682679 163757438 -1
159682679 164312663 1
164312663 164784105 -1
164312663 169817500 1
169817500 169913635 -1
169817500 172666354 1
172666354 175559606 -1
172666354 175936212 1
175936212 178690083 -1
175936212 180035399 1
180035399 181870836 1
180035399 184034776 -1
184034776 184298914 -1
184034776 184434506 1
184434506 190563903 -1
184434506 190834114 1
190834114 193366459 -1
190834114 195319877 1
195319877 197489594 1
195319877 199323367 -1
199323367 199914370 1
199323367 203747952 -1
203747952 206198530 1
203747952 207668972 -1
207668972 211497181 -1
207668972 213742633 1
213742633 214328151 -1
213742633 217623092 1
217623092 220395583 -1
217623092 224659864 1
224659864 225922713 1
224659864 227081070 -1
227081070 227135840 -1
227081070 227657426 1
227657426 228739570 1
227657426 231957952 -1
231957952 233518459 1
231957952 235939872 -1
235939872 235945446 1
235939872 237312750 -1
237312750 239054745 -1
237312750 241196843 1
241196843 244079631 1
241196843 244122974 -1
244122974 244794172 1
244122974 245322674 -1
245322674 245975825 -1
245322674 249347370 1
249347370 250767875 -1
249347370 251216716 1
251216716 251295089 -1
251216716 251505400 1
251505400 252504590 -1
251505400 255261529 1
255261529 256855487 1
255261529 257976026 -1
257976026 259741345 1
257976026 262744634 -1
262744634 265280786 1
262744634 266054019 -1
266054019 270650319 -1
266054019 270708732 1
270708732 273224507 1
270708732 273499182 -1
273499182 280961556 -1
273499182 283503757 1
283503757 283839596 1
283503757 284099790 -1
284099790 290752145 -1
284099790 292353494 1
292353494 292675637 -1
292353494 293045131 1
293045131 296851262 1
293045131 297368063 -1
297368063 297879494 1
297368063 298860216 -1
298860216 299109419 -1
298860216 299149152 1
299149152 300566278 1
299149152 301871071 -1
301871071 303433580 1
301871071 305924476 -1
305924476 308413735 -1
305924476 310692475 1
310692475 311643274 1
310692475 313309714 -1
313309714 313694634 -1
313309714 315575884 1
315575884 316706375 -1
315575884 317388850 1
317388850 318620333 -1
317388850 319623578 1
319623578 319961553 1
319623578 320197341 -1
320197341 322689401 -1
320197341 323447973 1
323447973 326769034 1
323447973 329160498 -1
329160498 329781198 -1
329160498 330267893 1
330267893 330715619 -1
330267893 330863922 1
330863922 334067455 -1
330863922 334117997 1
334117997 335990769 1
334117997 338101809 -1
338101809 339039761 -1
338101809 343165083 1
343165083 345373311 -1
343165083 345846174 1
345846174 345898836 1
345846174 346097709 -1
346097709 350314470 1
346097709 352817969 -1
352817969 353657026 -1
352817969 355865517 1
355865517 359099745 1
355865517 359415709 -1
359415709 360201094 -1
359415709 362714855 1
362714855 363120689 1
362714855 363616655 -1
363616655 365177104 -1
363616655 365482958 1
365482958 367458158 -1
365482958 369619919 1
369619919 370626372 -1
369619919 370646083 1
370646083 371111940 1
370646083 372455753 -1
372455753 373345472 1
372455753 374539141 -1
374539141 376541348 -1
374539141 377203497 1
377203497 379634259 1
377203497 381492181 -1
