1000 1000
-998911783 -996635528 166827
-998911783 -996635528 162840611
-999046198 -994751072 313859257
-997547740 -994751072 589900024
-994524811 -994156025 -642094129
-999046198 -994156025 -509888913
-994125548 -992624913 -966297020
-994524811 -992624913 -913940584
-990363291 -988183138 -221898587
-990363291 -988183138 -5352590
-986911564 -986792454 840636649
-997547740 -986792454 850710315
-994125548 -985273181 -995668598
-986276717 -985273181 -960967646
-986911564 -975484791 -632784233
-977486684 -975484791 31317137
-978321713 -968418975 -747470138
-971168172 -968418975 -447859000
-968317386 -967890246 -754933920
-974356831 -967890246 -754874103
-974356831 -966706395 -749620615
-968076399 -966706395 -399341325
-959412444 -957935853 45857071
-966507732 -957935853 155519204
-957383714 -953155856 -754956887
-968317386 -953155856 -754955562
-959412444 -949120617 -179313133
-950452822 -949120617 27321571
-971168172 -945187251 208736004
-977486684 -945187251 300396687
-968076399 -944147862 -180808625
-950452822 -944147862 169710216
-949704623 -928219445 -828812067
-986276717 -928219445 -764578386
-941273571 -917010060 -754957509
-949998104 -917010060 -754957498
-926000421 -905340923 -754957535
-949998104 -905340923 -754957514
-978321713 -897736048 -755021173
-903120041 -897736048 -755021009
-960450346 -893746291 -754962050
-913764073 -893746291 -754961427
-957489820 -887650420 -754957558
-926000421 -887650420 -754957542
-886786053 -883055077 -754960239
-906567054 -883055077 -754957513
-882693622 -879933885 -603302150
-882693622 -879933885 -321031017
-903120041 -872762706 -755020898
-893430080 -872762706 -755020841
-873317169 -869975261 22511101
-966507732 -869975261 194802065
-957489820 -869906862 -754960658
-886786053 -869906862 -754960352
-893430080 -869261767 -755020526
-903645241 -869261767 -755020491
-896988505 -867821603 -754975483
-960450346 -867821603 -754962508
-896988505 -860012390 -754996081
-863487143 -860012390 -754982857
-903645241 -858837101 -755008429
-860872926 -858837101 -754982719
-860872926 -857091298 -754982108
-863487143 -857091298 -754979626
-957383714 -855006108 -754957083
-855880329 -855006108 -560198602
-949704623 -854417206 -912702674
-854626903 -854417206 -845299117
-941273571 -854308959 -754957511
-855880329 -854308959 -470834690
-852342314 -845650263 -887793880
-854626903 -845650263 -782872708
-852342314 -844977838 -922793209
-850702598 -844977838 -764263877
-852576405 -844550888 -754958515
-906567054 -844550888 -754957512
-913764073 -844175532 -754960723
-852576405 -844175532 -754958579
-836604902 -829501685 -967050051
-838268201 -829501685 -959511856
-842487785 -815943690 -766104763
-850702598 -815943690 -761935341
-838268201 -809145123 -958427398
-842487785 -809145123 -953664843
-826877169 -806835223 -810370883
-820704169 -806835223 -786414653
-809166855 -796786034 -990583849
-836604902 -796786034 -986852267
-820704169 -790083367 -769829919
-873317169 -790083367 -358260923
-806738970 -789456578 -995198032
-789989405 -789456578 -993927534
-789374833 -787800249 -724580492
-793925102 -787800249 638272822
-803835102 -787229437 -990810319
-803835102 -787229437 -990701527
-788282848 -784249135 -998569144
-806738970 -784249135 -996452045
-786360538 -783870289 -917659760
-826877169 -783870289 -916496675
-789989405 -782757785 -991867845
-809166855 -782757785 -991005337
-786687454 -776488809 -979089169
-778795047 -776488809 -976466739
-780408586 -769751857 -777439719
-789374833 -769751857 -744565596
-776140480 -766824559 -980739301
-771714869 -766824559 -979894641
-771714869 -758511294 -973490779
-778795047 -758511294 -972120483
-788282848 -757043735 -999705413
-786687454 -757043735 -983974550
-780408586 -744010547 -833929380
-749280750 -744010547 -306600217
-737044064 -730491149 -24244124
-739130453 -730491149 -7413109
-737044064 -728418471 -28542446
-739130453 -728418471 556872295
-786360538 -723191607 -968892087
-781772814 -723191607 -966522423
-776140480 -709692257 -983732978
-732082268 -709692257 -955964211
-731185908 -706399244 -877012044
-781772814 -706399244 -866658920
-722391158 -702627917 -70384650
-745035624 -702627917 -70350138
-719198437 -701406702 880750464
-751701517 -701406702 932721504
-700225002 -698429980 872753277
-751701517 -698429980 956977846
-731185908 -692781806 -896684931
-696224466 -692781806 -879314338
-697350388 -691583790 -957105563
-710410813 -691583790 -943457284
-722391158 -690487008 -70870957
-690949851 -690487008 -57291591
-793925102 -690145611 672528436
-719198437 -690145611 685192742
-710410813 -682789149 -941285965
-732082268 -682789149 -940992979
-680532492 -678701730 -67037236
-680532492 -678701730 -56436208
-681415471 -677530927 -998511014
-697350388 -677530927 -997660688
-749280750 -676741487 -44313000
-697431808 -676741487 -6446210
-681415471 -663957623 -998528633
-696976962 -663957623 -987792471
-680694428 -663086486 -720278894
-696224466 -663086486 -651370039
-690949851 -662159132 -46100919
-697431808 -662159132 640190624
-698845451 -658158978 -942559268
-698845451 -658158978 -941866575
-661488766 -654874941 817825871
-658159310 -654874941 819164618
-656656456 -653520855 -885640289
-680694428 -653520855 -884974377
-661488766 -642225662 864978264
-649777032 -642225662 866161964
-661204679 -637081940 501888402
-646900875 -637081940 550537651
-649777032 -633780418 876289342
-649406863 -633780418 877797926
-745035624 -633545861 -70986065
-656590968 -633545861 45113286
-696976962 -632279542 -979805168
-658127575 -632279542 -946161979
-646900875 -631132595 625590244
-700225002 -631132595 700099362
-661204679 -630514891 333469243
-645769786 -630514891 553733235
-633621538 -621772101 -923063364
-658127575 -621772101 -911982556
-655058435 -621033329 -892584447
-656590968 -621033329 208687820
-627283259 -614965762 331206249
-621238068 -614965762 383711999
-656656456 -614094381 -907480669
-655058435 -614094381 -900481064
-645769786 -613099028 554686843
-646497043 -613099028 578182387
-649406863 -609373145 880400803
-655653303 -609373145 881374837
-655653303 -604449355 933754323
-608898471 -604449355 962639289
-621238068 -602895533 416120822
-646497043 -602895533 621285564
-627283259 -600199201 287489629
-635181161 -600199201 789929462
-635181161 -598309117 791939328
-658159310 -598309117 835998829
-608071038 -595572736 -961246694
-633621538 -595572736 -927444819
-602541295 -594473318 918722257
-599316490 -594473318 923286532
-611272856 -593060465 790019343
-612883626 -593060465 790020964
-608898471 -592986942 974360339
-602683207 -592986942 985252671
-591854830 -590401845 928475827
-591854830 -590401845 928821339
-596451403 -589971711 929043584
-596451403 -589971711 964504183
-608071038 -584990631 -974470486
-611272856 -584990631 790014835
-599316490 -581849394 925118461
-605811045 -581849394 928245023
-579285087 -578863554 -566782428
-580590150 -578863554 -302463956
-581050483 -577614184 880818118
-581050483 -577614184 923911718
-602541295 -571914391 856386790
-584357296 -571914391 940792735
-580590150 -571504394 595341389
-612883626 -571504394 790275846
-569197895 -564716132 494126737
-568117775 -564716132 670962292
-562470560 -561669566 -683772105
-562470560 -561669566 -135707104
-580083512 -559559412 948110820
-584357296 -559559412 957624476
-546956332 -543597282 -443168867
-553906591 -543597282 -416105628
-547255234 -541973012 -482948965
-546956332 -541973012 -458611753
-550563793 -540768332 -844065857
-553687922 -540768332 -843170571
-547255234 -539141073 -599477016
-569197895 -539141073 47589173
-546826413 -537283482 789433050
-605811045 -537283482 836179115
-553906591 -536466860 -780707317
-568117775 -536466860 683641003
-535059661 -510962831 -795777833
-535059661 -510962831 -795668682
-515742978 -497893142 -800674101
-539955806 -497893142 -790006604
-504770490 -488700377 -814689001
-504770490 -488700377 -814119628
-515742978 -488205670 -807032357
-539955806 -488205670 -783417178
-486552194 -485581666 978693260
-486552194 -485581666 986309847
-516679721 -481629085 860034647
-580083512 -481629085 945194344
-526469650 -476588995 -444939890
-535573014 -476588995 -338564482
-480749747 -476537666 -907656122
-579285087 -476537666 -844758666
-526469650 -476084875 -532355723
-546826413 -476084875 776453540
-474361050 -474264390 -734246519
-481478972 -474264390 -734106845
-548734430 -473262920 -814026840
-548734430 -473262920 -807632904
-488655388 -464043453 970490282
-488655388 -464043453 975560344
-514952395 -463409902 -819559819
-514952395 -463409902 -817176019
-482803631 -459398274 783300460
-506029040 -459398274 784169739
-472290459 -459386023 -734227506
-535573014 -459386023 -726789890
-474361050 -453364003 -737336321
-471001948 -453364003 -737201037
-506029040 -453326006 813720102
-516679721 -453326006 858771806
-471001948 -442853283 -737038240
-472290459 -442853283 -736301495
-550563793 -438462941 -844143964
-553687922 -438462941 -823664528
-447559403 -437003825 -981748913
-480749747 -437003825 -979300682
-454656937 -434080269 996577819
-445214444 -434080269 996628034
-455099669 -433138882 997014648
-434171350 -433138882 999221084
-454656937 -432047905 996985680
-434171350 -432047905 999540650
-447559403 -431636568 -989220390
-481478972 -431636568 -744639292
-602683207 -428840047 993573507
-455099669 -428840047 996571578
-430567678 -427008030 996794102
-430567678 -427008030 996796543
-430922815 -425393559 996574623
-453513537 -425393559 996575277
-423394416 -417463762 996645697
-423394416 -417463762 996861995
-453513537 -406223161 996572164
-430922815 -406223161 996573033
-409503239 -400212775 966468019
-445214444 -400212775 996966414
-384087822 -384051345 -825362699
-399510861 -384051345 -825158141
-384359561 -382308657 -838308585
-384359561 -382308657 -837085113
-413125322 -382040817 -840042077
-392183721 -382040817 -836522635
-400447974 -378992910 779326504
-482803631 -378992910 780751994
-399510861 -378037003 -824012241
-411779144 -378037003 -823968390
-377913916 -377247752 -826861369
-411779144 -377247752 -825743920
-388784376 -374356069 -199398350
-400447974 -374356069 205625662
-405549135 -372037518 804194692
-398139522 -372037518 804456536
-416452677 -368487233 -639189316
-388784376 -368487233 -311522478
-384087822 -367335426 -825696599
-391027790 -367335426 -823931866
-371390642 -365023849 -790468699
-371435527 -365023849 -786049285
-373288402 -359525175 -823889647
-373288402 -359525175 -823843460
-377036860 -357673793 -210489543
-398139522 -357673793 804914856
-377913916 -351672157 -829570580
-377223610 -351672157 -823726790
-355439544 -350404185 -823506887
-377223610 -350404185 -823496468
-392183721 -344956436 -835838821
-383898357 -344956436 -833212613
-405549135 -341094203 805620221
-409503239 -341094203 811976288
-337756478 -334657768 805530263
-361264993 -334657768 805571232
-337756478 -332005949 805524221
-371170465 -332005949 901907943
-333939923 -331758140 -823310556
-333939923 -331758140 -823299953
-391027790 -330782064 -823337248
-365745138 -330782064 -823314707
-413125322 -330230662 -832175887
-355439544 -330230662 -823567421
-371435527 -323560563 -819432628
-371390642 -323560563 -798653944
-325563482 -323141568 -903969015
-383898357 -323141568 -833008573
-365745138 -317923889 -823289882
-320446320 -317923889 -823248984
-318982441 -316316506 -823232521
-320446320 -316316506 -823224463
-316549655 -314372519 -920893773
-318982441 -314372519 -823237696
-371170465 -314327744 936490415
-341706867 -314327744 975605285
-416452677 -313032653 -823204319
-315959720 -313032653 -471513530
-316549655 -312020271 -943641166
-315959720 -312020271 -322358308
-377036860 -309702817 -215791863
-329273634 -309702817 -89257427
-329273634 -307578698 723362472
-361264993 -307578698 805522832
-301911053 -299442079 -657524409
-301911053 -299442079 548823478
-298870124 -290961179 -114851839
-341706867 -290961179 996377941
-289336958 -286735109 -950628629
-288561764 -286735109 -949867431
-288561764 -286380080 -947184107
-325563482 -286380080 -946671168
-298870124 -277244886 -499769685
-278714582 -277244886 473894897
-272016069 -270476517 793609809
-272016069 -270476517 888239544
-275668522 -268379834 -345781862
-275668522 -268379834 160897147
-278714582 -262748292 706642731
-272991233 -262748292 761182880
-272991233 -261006632 920168784
-263047632 -261006632 953276180
-253893669 -253826236 960601560
-260910139 -253826236 978428493
-260910139 -251475199 988188258
-257829783 -251475199 991306666
-263047632 -249442370 953408460
-253893669 -249442370 953560551
-247905857 -246603486 -999189091
-289336958 -246603486 -998913406
-257829783 -242632283 998421297
-243478569 -242632283 999621701
-243478569 -236150571 999897390
-239781128 -236150571 999977824
-239781128 -233967251 999996990
-237595555 -233967251 999997706
-221536094 -218948352 100023640
-237595555 -218948352 999999483
-229460866 -217019020 -815270378
-229460866 -217019020 -756515669
-214420752 -214126286 -76896763
-214420752 -214126286 -71307712
-221536094 -213122358 42025093
-222643162 -213122358 999999522
-208979589 -208011666 62174121
-222643162 -208011666 999999619
-208979589 -202017427 -36889069
-209316888 -202017427 999999631
-203535857 -199285695 999999719
-208855963 -199285695 999999730
-212509489 -198319846 -999864821
-247905857 -198319846 -999542231
-203535857 -197182818 999999713
-209316888 -197182818 999999819
-191271828 -189318196 180879602
-191271828 -189318196 633342032
-208855963 -181497663 999999703
-191741423 -181497663 999999778
-196511044 -177353468 -999923702
-212509489 -177353468 -999912993
-184997808 -176437310 -999936593
-195548117 -176437310 -999936393
-187110657 -171946618 177681304
-191741423 -171946618 999999851
-173795420 -168645290 -999942418
-195548117 -168645290 -999940372
-184997808 -166402276 -999936971
-175358971 -166402276 -691712040
-167371207 -163612826 -999937551
-173908340 -163612826 -999937543
-179480555 -149199325 -999968755
-196511044 -149199325 -999946334
-167371207 -146665527 -999938117
-175358971 -146665527 -408930141
-156872744 -141132881 -999973295
-156872744 -141132881 -999970161
-155021200 -136719603 -999973591
-155021200 -136719603 -999973303
-148269276 -135742470 -999943620
-137937838 -135742470 -999943595
-179480555 -132688385 -999973729
-150468220 -132688385 -999973694
-148269276 -131997769 -999943555
-155970796 -131997769 -999942996
-130021004 -127797086 -999980827
-150468220 -127797086 -999973615
-173908340 -125745323 -999938679
-187110657 -125745323 -88975642
-155970796 -123721826 -999938684
-158687898 -123721826 476342556
-173795420 -122880041 -999944472
-137937838 -122880041 -999943570
-130021004 -119225446 -999982526
-120083773 -119225446 605955049
-119806577 -113494383 -999992775
-120083773 -113494383 771903304
-114375562 -113322364 775292432
-114375562 -113322364 777861684
-112927563 -109199972 82736487
-158687898 -109199972 794869060
-112605053 -102060624 -999995339
-104832177 -102060624 -999993648
-93089030 -88937433 -616018816
-93089030 -88937433 -406593257
-90566136 -84998446 820710457
-99191602 -84998446 820894136
-112927563 -82653414 -294446969
-103767301 -82653414 164199306
-103767301 -81194173 708576058
-99191602 -81194173 814693017
-76273102 -74109847 -999993405
-119806577 -74109847 -999993383
-90566136 -73755266 820655415
-79671390 -73755266 900950806
-79671390 -72984039 910190182
-80253950 -72984039 954629184
-72430310 -65024914 -999994437
-73328891 -65024914 -999993824
-68632949 -57654278 975449306
-73239571 -57654278 977642359
-66250057 -56202244 -999995334
-68833811 -56202244 -999995329
-73328891 -50809240 -999995349
-66250057 -50809240 -999995341
-104832177 -46122885 -999993426
-64973332 -46122885 -999993424
-60066143 -39407468 -999999405
-112605053 -39407468 -999999362
-80253950 -30807531 991817346
-45087761 -30807531 995583081
-61375737 -30394904 -999995338
-61375737 -30394904 -999995336
-37551733 -26548837 -999995329
-37551733 -26548837 -999995285
-68632949 -23739200 972641024
-45087761 -23739200 997569240
-73239571 -19079277 971202310
-30804218 -19079277 971415729
-60066143 -14548907 -999999690
-68833811 -14548907 -999995249
-15836176 -11101450 971740854
-45992513 -11101450 971879029
-53839580 -2733428 -999999859
-15149203 -2733428 -999999842
4274563 6337373 -999999751
-18498414 6337373 -999999728
-76273102 6539668 -999993416
-17209663 6539668 280874851
